Bookmark,Frame#,Source Port,Destination Port,Length,Checksum,Frame Size,Delta,Timestamp,
="",253,,,,,342,="",="2/4/2026 4:55:05.801847070 PM",
="",254,,,,,340,="",="2/4/2026 4:55:05.805990140 PM",
="",273,,,,,229,="",="2/4/2026 4:55:05.889374675 PM",
="",274,,,,,340,="",="2/4/2026 4:55:05.904170985 PM",
="",287,,,,,113,="",="2/4/2026 4:55:05.976359905 PM",
="",290,,,,,229,="",="2/4/2026 4:55:05.988891980 PM",
="",291,,,,,309,="",="2/4/2026 4:55:05.992309220 PM",
="",299,,,,,105,="",="2/4/2026 4:55:06.022982955 PM",
="",309,,,,,229,="",="2/4/2026 4:55:06.078627970 PM",
="",312,,,,,427,="",="2/4/2026 4:55:06.091521410 PM",
="",313,,,,,424,="",="2/4/2026 4:55:06.092339300 PM",
="",328,,,,,209,="",="2/4/2026 4:55:06.126011420 PM",
="",334,,,,,382,="",="2/4/2026 4:55:06.201042100 PM",
="",359,,,,,427,="",="2/4/2026 4:55:06.296322980 PM",
="",366,,,,,425,="",="2/4/2026 4:55:06.321140335 PM",
="",405,,,,,115,="",="2/4/2026 4:55:06.488348025 PM",
="",409,,,,,424,="",="2/4/2026 4:55:06.501927640 PM",
="",410,,,,,397,="",="2/4/2026 4:55:06.502774860 PM",
="",417,,,,,340,="",="2/4/2026 4:55:06.518568310 PM",
="",418,,,,,425,="",="2/4/2026 4:55:06.526074325 PM",
="",429,,,,,113,="",="2/4/2026 4:55:06.590765310 PM",
="",434,,,,,339,="",="2/4/2026 4:55:06.619064050 PM",
="",435,,,,,340,="",="2/4/2026 4:55:06.620972555 PM",
="",445,,,,,418,="",="2/4/2026 4:55:06.655435070 PM",
="",446,,,,,418,="",="2/4/2026 4:55:06.656022710 PM",
="",447,,,,,418,="",="2/4/2026 4:55:06.656649125 PM",
="",457,,,,,427,="",="2/4/2026 4:55:06.705926055 PM",
="",458,,,,,424,="",="2/4/2026 4:55:06.706742010 PM",
="",459,,,,,397,="",="2/4/2026 4:55:06.707497000 PM",
="",461,,,,,340,="",="2/4/2026 4:55:06.723372960 PM",
="",463,,,,,465,="",="2/4/2026 4:55:06.727716965 PM",
="",475,,,,,424,="",="2/4/2026 4:55:06.809122895 PM",
="",492,,,,,427,="",="2/4/2026 4:55:06.910727320 PM",
="",493,,,,,424,="",="2/4/2026 4:55:06.911560730 PM",
="",494,,,,,397,="",="2/4/2026 4:55:06.912330440 PM",
="",535,,,,,388,="",="2/4/2026 4:55:07.120264865 PM",
="",549,,,,,360,="",="2/4/2026 4:55:07.207429150 PM",
="",553,,,,,465,="",="2/4/2026 4:55:07.239738645 PM",
="",579,,,,,397,="",="2/4/2026 4:55:07.321957915 PM",
="",596,,,,,427,="",="2/4/2026 4:55:07.422735960 PM",
="",597,,,,,424,="",="2/4/2026 4:55:07.423533955 PM",
="",617,,,,,424,="",="2/4/2026 4:55:07.525951560 PM",
="",618,,,,,397,="",="2/4/2026 4:55:07.526721270 PM",
="",639,,,,,427,="",="2/4/2026 4:55:07.627532835 PM",
="",640,,,,,424,="",="2/4/2026 4:55:07.628339950 PM",
="",646,,,,,340,="",="2/4/2026 4:55:07.649165725 PM",
="",653,,,,,229,="",="2/4/2026 4:55:07.672935340 PM",
="",658,,,,,369,="",="2/4/2026 4:55:07.724752330 PM",
="",667,,,,,382,="",="2/4/2026 4:55:07.752169420 PM",
="",691,,,,,229,="",="2/4/2026 4:55:07.873016500 PM",
="",701,,,,,113,="",="2/4/2026 4:55:07.921978125 PM",
="",702,,,,,404,="",="2/4/2026 4:55:07.922391665 PM",
="",706,,,,,465,="",="2/4/2026 4:55:07.927227790 PM",
="",710,,,,,465,="",="2/4/2026 4:55:07.956518695 PM",
="",715,,,,,470,="",="2/4/2026 4:55:07.964665920 PM",
="",723,,,,,99,="",="2/4/2026 4:55:08.002778860 PM",
="",733,,,,,117,="",="2/4/2026 4:55:08.037023495 PM",
="",734,,,,,427,="",="2/4/2026 4:55:08.037161660 PM",
="",735,,,,,397,="",="2/4/2026 4:55:08.038712550 PM",
="",739,,,,,469,="",="2/4/2026 4:55:08.053354255 PM",
="",740,,,,,469,="",="2/4/2026 4:55:08.056943140 PM",
="",756,,,,,427,="",="2/4/2026 4:55:08.139536865 PM",
="",757,,,,,424,="",="2/4/2026 4:55:08.140337675 PM",
="",758,,,,,397,="",="2/4/2026 4:55:08.141103450 PM",
="",781,,,,,229,="",="2/4/2026 4:55:08.251831630 PM",
="",796,,,,,105,="",="2/4/2026 4:55:08.313172325 PM",
="",804,,,,,364,="",="2/4/2026 4:55:08.345416860 PM",
="",808,,,,,340,="",="2/4/2026 4:55:08.361797855 PM",
="",819,,,,,229,="",="2/4/2026 4:55:08.395798265 PM",
="",820,,,,,1563,="",="2/4/2026 4:55:08.402620700 PM",
="",822,,,,,117,="",="2/4/2026 4:55:08.404185020 PM",
="",824,,,,,229,="",="2/4/2026 4:55:08.419331765 PM",
="",829,,,,,229,="",="2/4/2026 4:55:08.426349635 PM",
="",840,,,,,388,="",="2/4/2026 4:55:08.452196045 PM",
="",851,,,,,117,="",="2/4/2026 4:55:08.503701335 PM",
="",859,,,,,388,="",="2/4/2026 4:55:08.553879340 PM",
="",867,,,,,117,="",="2/4/2026 4:55:08.578379835 PM",
="",868,,,,,117,="",="2/4/2026 4:55:08.578501455 PM",
="",869,,,,,117,="",="2/4/2026 4:55:08.578640235 PM",
="",871,,,,,117,="",="2/4/2026 4:55:08.588474835 PM",
="",873,,,,,229,="",="2/4/2026 4:55:08.595092595 PM",
="",874,,,,,229,="",="2/4/2026 4:55:08.595538125 PM",
="",880,,,,,117,="",="2/4/2026 4:55:08.604957730 PM",
="",883,,,,,117,="",="2/4/2026 4:55:08.610806720 PM",
="",884,,,,,117,="",="2/4/2026 4:55:08.610928205 PM",
="",885,,,,,229,="",="2/4/2026 4:55:08.615949335 PM",
="",901,,,,,125,="",="2/4/2026 4:55:08.692335935 PM",
="",929,,,,,1563,="",="2/4/2026 4:55:08.835562920 PM",
="",931,,,,,117,="",="2/4/2026 4:55:08.836041570 PM",
="",932,,,,,1563,="",="2/4/2026 4:55:08.836140185 PM",
="",934,,,,,117,="",="2/4/2026 4:55:08.837358765 PM",
="",944,,,,,459,="",="2/4/2026 4:55:08.861559785 PM",
="",949,,,,,117,="",="2/4/2026 4:55:08.885406050 PM",
="",950,,,,,117,="",="2/4/2026 4:55:08.885530455 PM",
="",959,,,,,323,="",="2/4/2026 4:55:08.951755610 PM",
="",989,,,,,340,="",="2/4/2026 4:55:09.078601365 PM",
="",1021,,,,,103,="",="2/4/2026 4:55:09.243060880 PM",
="",1029,,,,,382,="",="2/4/2026 4:55:09.272321310 PM",
="",1035,,,,,341,="",="2/4/2026 4:55:09.294447780 PM",
="",1036,,,,,340,="",="2/4/2026 4:55:09.296897775 PM",
="",1044,,,,,388,="",="2/4/2026 4:55:09.338154375 PM",
="",1047,,,,,480,="",="2/4/2026 4:55:09.341038090 PM",
="",1070,,,,,1563,="",="2/4/2026 4:55:09.426117585 PM",
="",1073,,,,,1563,="",="2/4/2026 4:55:09.427186290 PM",
="",1075,,,,,229,="",="2/4/2026 4:55:09.428262620 PM",
="",1077,,,,,229,="",="2/4/2026 4:55:09.428733655 PM",
="",1081,,,,,229,="",="2/4/2026 4:55:09.447912865 PM",
="",1082,,,,,229,="",="2/4/2026 4:55:09.448357390 PM",
="",1090,,,,,340,="",="2/4/2026 4:55:09.488211925 PM",
="",1092,,,,,1563,="",="2/4/2026 4:55:09.513052490 PM",
="",1093,,,,,229,="",="2/4/2026 4:55:09.513498020 PM",
="",1094,,,,,229,="",="2/4/2026 4:55:09.513907550 PM",
="",1099,,,,,105,="",="2/4/2026 4:55:09.528593145 PM",
="",1104,,,,,125,="",="2/4/2026 4:55:09.559857065 PM",
="",1105,,,,,113,="",="2/4/2026 4:55:09.560392405 PM",
="",1107,,,,,483,="",="2/4/2026 4:55:09.573739100 PM",
="",1109,,,,,330,="",="2/4/2026 4:55:09.577879880 PM",
="",1115,,,,,342,="",="2/4/2026 4:55:09.591497460 PM",
="",1142,,,,,99,="",="2/4/2026 4:55:09.777398935 PM",
="",1160,,,,,99,="",="2/4/2026 4:55:09.858779090 PM",
="",1176,,,,,425,="",="2/4/2026 4:55:09.905527990 PM",
="",1177,,,,,425,="",="2/4/2026 4:55:09.906049640 PM",
="",1184,,,,,105,="",="2/4/2026 4:55:09.935434000 PM",
="",1196,,,,,315,="",="2/4/2026 4:55:10.010549480 PM",
="",1198,,,,,105,="",="2/4/2026 4:55:10.011677905 PM",
="",1200,,,,,105,="",="2/4/2026 4:55:10.012010680 PM",
="",1202,,,,,340,="",="2/4/2026 4:55:10.014805215 PM",
="",1216,,,,,443,="",="2/4/2026 4:55:10.103826820 PM",
="",1222,,,,,364,="",="2/4/2026 4:55:10.112375440 PM",
="",1243,,,,,340,="",="2/4/2026 4:55:10.202072125 PM",
="",1247,,,,,348,="",="2/4/2026 4:55:10.210323275 PM",
="",1259,,,,,99,="",="2/4/2026 4:55:10.325027315 PM",
="",1312,,,,,105,="",="2/4/2026 4:55:10.648252225 PM",
="",1345,,,,,340,="",="2/4/2026 4:55:10.935345285 PM",
="",1361,,,,,424,="",="2/4/2026 4:55:11.007612400 PM",
="",1372,,,,,190,="",="2/4/2026 4:55:11.053062080 PM",
="",1392,,,,,480,="",="2/4/2026 4:55:11.252674295 PM",
="",1437,,,,,333,="",="2/4/2026 4:55:11.557383775 PM",
="",1498,,,,,348,="",="2/4/2026 4:55:12.052848670 PM",
="",1507,,,,,499,="",="2/4/2026 4:55:12.091203340 PM",
="",1529,,,,,424,="",="2/4/2026 4:55:12.236384525 PM",
="",1539,,,,,99,="",="2/4/2026 4:55:12.285865990 PM",
="",1553,,,,,397,="",="2/4/2026 4:55:12.339511275 PM",
="",1587,,,,,99,="",="2/4/2026 4:55:12.552960375 PM",
="",1598,,,,,229,="",="2/4/2026 4:55:12.659294700 PM",
="",1611,,,,,223,="",="2/4/2026 4:55:12.761251285 PM",
="",1631,,,,,229,="",="2/4/2026 4:55:12.825822250 PM",
="",1641,,,,,364,="",="2/4/2026 4:55:12.866039435 PM",
="",1651,,,,,404,="",="2/4/2026 4:55:12.940032125 PM",
="",1662,,,,,340,="",="2/4/2026 4:55:12.969850860 PM",
="",1684,,,,,215,="",="2/4/2026 4:55:13.090245155 PM",
="",1686,,,,,215,="",="2/4/2026 4:55:13.092184565 PM",
="",1692,,,,,145,="",="2/4/2026 4:55:13.136485660 PM",
="",1700,,,,,364,="",="2/4/2026 4:55:13.172142795 PM",
="",1722,,,,,382,="",="2/4/2026 4:55:13.268680710 PM",
="",1742,,,,,427,="",="2/4/2026 4:55:13.361977505 PM",
="",1772,,,,,364,="",="2/4/2026 4:55:13.494803465 PM",
="",1779,,,,,573,="",="2/4/2026 4:55:13.540223360 PM",
="",1783,,,,,573,="",="2/4/2026 4:55:13.545218565 PM",
="",1803,,,,,323,="",="2/4/2026 4:55:13.666958100 PM",
="",1805,,,,,323,="",="2/4/2026 4:55:13.676659175 PM",
="",1819,,,,,99,="",="2/4/2026 4:55:13.770830110 PM",
="",1825,,,,,465,="",="2/4/2026 4:55:13.793370415 PM",
="",1840,,,,,117,="",="2/4/2026 4:55:13.833568185 PM",
="",1855,,,,,315,="",="2/4/2026 4:55:13.904250510 PM",
="",1862,,,,,105,="",="2/4/2026 4:55:13.936876915 PM",
="",1865,,,,,105,="",="2/4/2026 4:55:13.941496635 PM",
="",1866,,,,,105,="",="2/4/2026 4:55:13.942056460 PM",
="",1868,,,,,105,="",="2/4/2026 4:55:13.944668115 PM",
="",1879,,,,,382,="",="2/4/2026 4:55:13.999781165 PM",
="",1912,,,,,323,="",="2/4/2026 4:55:14.091363090 PM",
="",1917,,,,,573,="",="2/4/2026 4:55:14.108033580 PM",
="",1919,,,,,364,="",="2/4/2026 4:55:14.109215785 PM",
="",1930,,,,,99,="",="2/4/2026 4:55:14.175661370 PM",
="",1932,,,,,105,="",="2/4/2026 4:55:14.183933700 PM",
="",1936,,,,,105,="",="2/4/2026 4:55:14.199184450 PM",
="",1938,,,,,117,="",="2/4/2026 4:55:14.208185235 PM",
="",1946,,,,,340,="",="2/4/2026 4:55:14.212230640 PM",
="",1954,,,,,215,="",="2/4/2026 4:55:14.252678415 PM",
="",1956,,,,,211,="",="2/4/2026 4:55:14.261429620 PM",
="",1978,,,,,99,="",="2/4/2026 4:55:14.303147585 PM",
="",1979,,,,,99,="",="2/4/2026 4:55:14.308830700 PM",
="",1998,,,,,105,="",="2/4/2026 4:55:14.360222890 PM",
="",2012,,,,,117,="",="2/4/2026 4:55:14.365675915 PM",
="",2013,,,,,105,="",="2/4/2026 4:55:14.368477685 PM",
="",2045,,,,,99,="",="2/4/2026 4:55:14.449868380 PM",
="",2047,,,,,1563,="",="2/4/2026 4:55:14.465937075 PM",
="",2048,,,,,229,="",="2/4/2026 4:55:14.466381600 PM",
="",2049,,,,,1563,="",="2/4/2026 4:55:14.477951950 PM",
="",2065,,,,,105,="",="2/4/2026 4:55:14.521660645 PM",
="",2070,,,,,129,="",="2/4/2026 4:55:14.534135630 PM",
="",2073,,,,,229,="",="2/4/2026 4:55:14.539625065 PM",
="",2074,,,,,229,="",="2/4/2026 4:55:14.540070595 PM",
="",2075,,,,,229,="",="2/4/2026 4:55:14.540480120 PM",
="",2076,,,,,229,="",="2/4/2026 4:55:14.540889650 PM",
="",2077,,,,,229,="",="2/4/2026 4:55:14.541299175 PM",
="",2078,,,,,229,="",="2/4/2026 4:55:14.541708705 PM",
="",2079,,,,,229,="",="2/4/2026 4:55:14.542118235 PM",
="",2081,,,,,229,="",="2/4/2026 4:55:14.548038510 PM",
="",2086,,,,,229,="",="2/4/2026 4:55:14.561489185 PM",
="",2087,,,,,117,="",="2/4/2026 4:55:14.572765660 PM",
="",2088,,,,,229,="",="2/4/2026 4:55:14.577862195 PM",
="",2089,,,,,229,="",="2/4/2026 4:55:14.578306720 PM",
="",2090,,,,,229,="",="2/4/2026 4:55:14.578715250 PM",
="",2091,,,,,229,="",="2/4/2026 4:55:14.579123775 PM",
="",2092,,,,,229,="",="2/4/2026 4:55:14.579532305 PM",
="",2093,,,,,229,="",="2/4/2026 4:55:14.579940835 PM",
="",2094,,,,,229,="",="2/4/2026 4:55:14.580349360 PM",
="",2095,,,,,229,="",="2/4/2026 4:55:14.580757890 PM",
="",2096,,,,,229,="",="2/4/2026 4:55:14.581166415 PM",
="",2097,,,,,229,="",="2/4/2026 4:55:14.581574945 PM",
="",2098,,,,,121,="",="2/4/2026 4:55:14.596825890 PM",
="",2107,,,,,229,="",="2/4/2026 4:55:14.641012910 PM",
="",2109,,,,,229,="",="2/4/2026 4:55:14.641458440 PM",
="",2113,,,,,109,="",="2/4/2026 4:55:14.662583420 PM",
="",2115,,,,,229,="",="2/4/2026 4:55:14.673666695 PM",
="",2116,,,,,229,="",="2/4/2026 4:55:14.674112225 PM",
="",2117,,,,,229,="",="2/4/2026 4:55:14.674521755 PM",
="",2127,,,,,229,="",="2/4/2026 4:55:14.708140240 PM",
="",2128,,,,,229,="",="2/4/2026 4:55:14.708585770 PM",
="",2148,,,,,117,="",="2/4/2026 4:55:14.835940935 PM",
="",2153,,,,,117,="",="2/4/2026 4:55:14.852174165 PM",
="",2154,,,,,229,="",="2/4/2026 4:55:14.854296415 PM",
="",2159,,,,,3229,="",="2/4/2026 4:55:14.873980235 PM",
="",2162,,,,,229,="",="2/4/2026 4:55:14.881963375 PM",
="",2163,,,,,229,="",="2/4/2026 4:55:14.882407900 PM",
="",2164,,,,,229,="",="2/4/2026 4:55:14.882816430 PM",
="",2166,,,,,229,="",="2/4/2026 4:55:14.893293220 PM",
="",2171,,,,,340,="",="2/4/2026 4:55:14.919630735 PM",
="",2190,,,,,117,="",="2/4/2026 4:55:14.986531790 PM",
="",2195,,,,,215,="",="2/4/2026 4:55:15.007972500 PM",
="",2197,,,,,215,="",="2/4/2026 4:55:15.019304785 PM",
="",2217,,,,,229,="",="2/4/2026 4:55:15.103295665 PM",
="",2221,,,,,105,="",="2/4/2026 4:55:15.104631010 PM",
="",2228,,,,,365,="",="2/4/2026 4:55:15.107205990 PM",
="",2230,,,,,117,="",="2/4/2026 4:55:15.110349235 PM",
="",2233,,,,,229,="",="2/4/2026 4:55:15.111914410 PM",
="",2234,,,,,117,="",="2/4/2026 4:55:15.119121840 PM",
="",2237,,,,,117,="",="2/4/2026 4:55:15.157646715 PM",
="",2276,,,,,215,="",="2/4/2026 4:55:15.293801475 PM",
="",2328,,,,,324,="",="2/4/2026 4:55:15.640537485 PM",
="",2363,,,,,229,="",="2/4/2026 4:55:15.818291275 PM",
="",2366,,,,,424,="",="2/4/2026 4:55:15.820410940 PM",
="",2377,,,,,215,="",="2/4/2026 4:55:15.826567355 PM",
="",2399,,,,,427,="",="2/4/2026 4:55:15.922029415 PM",
="",2400,,,,,424,="",="2/4/2026 4:55:15.922859465 PM",
="",2404,,,,,340,="",="2/4/2026 4:55:15.943723670 PM",
="",2409,,,,,99,="",="2/4/2026 4:55:15.984441755 PM",
="",2410,,,,,99,="",="2/4/2026 4:55:15.984595895 PM",
="",2425,,,,,129,="",="2/4/2026 4:55:16.039411145 PM",
="",2441,,,,,129,="",="2/4/2026 4:55:16.056978130 PM",
="",2457,,,,,323,="",="2/4/2026 4:55:16.124553700 PM",
="",2458,,,,,323,="",="2/4/2026 4:55:16.126677705 PM",
="",2465,,,,,117,="",="2/4/2026 4:55:16.158174715 PM",
="",2489,,,,,99,="",="2/4/2026 4:55:16.301397270 PM",
="",2497,,,,,323,="",="2/4/2026 4:55:16.327630635 PM",
="",2517,,,,,397,="",="2/4/2026 4:55:16.435588655 PM",
="",2553,,,,,109,="",="2/4/2026 4:55:16.601363930 PM",
="",2602,,,,,333,="",="2/4/2026 4:55:16.781749660 PM",
="",2666,,,,,103,="",="2/4/2026 4:55:17.028270050 PM",
="",2668,,,,,99,="",="2/4/2026 4:55:17.030143860 PM",
="",2677,,,,,117,="",="2/4/2026 4:55:17.044159970 PM",
="",2692,,,,,109,="",="2/4/2026 4:55:17.083966670 PM",
="",2715,,,,,382,="",="2/4/2026 4:55:17.173050320 PM",
="",2739,,,,,105,="",="2/4/2026 4:55:17.264078180 PM",
="",2743,,,,,105,="",="2/4/2026 4:55:17.267789725 PM",
="",2745,,,,,99,="",="2/4/2026 4:55:17.268174875 PM",
="",2747,,,,,105,="",="2/4/2026 4:55:17.268435035 PM",
="",2749,,,,,105,="",="2/4/2026 4:55:17.268741075 PM",
="",2773,,,,,340,="",="2/4/2026 4:55:17.373108895 PM",
="",2774,,,,,105,="",="2/4/2026 4:55:17.373583325 PM",
="",2777,,,,,382,="",="2/4/2026 4:55:17.377852370 PM",
="",2799,,,,,99,="",="2/4/2026 4:55:17.468819505 PM",
="",2851,,,,,105,="",="2/4/2026 4:55:17.695909505 PM",
="",2853,,,,,105,="",="2/4/2026 4:55:17.696296950 PM",
="",2865,,,,,105,="",="2/4/2026 4:55:17.714989490 PM",
="",2867,,,,,105,="",="2/4/2026 4:55:17.715411980 PM",
="",2884,,,,,323,="",="2/4/2026 4:55:17.790780260 PM",
="",2903,,,,,105,="",="2/4/2026 4:55:17.855617040 PM",
="",2919,,,,,333,="",="2/4/2026 4:55:17.907989225 PM",
="",2921,,,,,105,="",="2/4/2026 4:55:17.924588405 PM",
="",2923,,,,,105,="",="2/4/2026 4:55:17.925140325 PM",
="",2931,,,,,99,="",="2/4/2026 4:55:17.937516390 PM",
="",2945,,,,,117,="",="2/4/2026 4:55:18.007349350 PM",
="",2971,,,,,342,="",="2/4/2026 4:55:18.102293320 PM",
="",2984,,,,,229,="",="2/4/2026 4:55:18.170020705 PM",
="",2991,,,,,123,="",="2/4/2026 4:55:18.203312805 PM",
="",3008,,,,,99,="",="2/4/2026 4:55:18.288124355 PM",
="",3024,,,,,378,="",="2/4/2026 4:55:18.372542465 PM",
="",3031,,,,,324,="",="2/4/2026 4:55:18.405381985 PM",
="",3041,,,,,105,="",="2/4/2026 4:55:18.451250635 PM",
="",3043,,,,,99,="",="2/4/2026 4:55:18.452289310 PM",
="",3051,,,,,382,="",="2/4/2026 4:55:18.465289345 PM",
="",3069,,,,,99,="",="2/4/2026 4:55:18.564040705 PM",
="",3070,,,,,99,="",="2/4/2026 4:55:18.564682055 PM",
="",3071,,,,,99,="",="2/4/2026 4:55:18.565326645 PM",
="",3102,,,,,341,="",="2/4/2026 4:55:18.715295145 PM",
="",3150,,,,,105,="",="2/4/2026 4:55:18.943264020 PM",
="",3152,,,,,105,="",="2/4/2026 4:55:18.944041990 PM",
="",3154,,,,,105,="",="2/4/2026 4:55:18.944668525 PM",
="",3156,,,,,105,="",="2/4/2026 4:55:18.953307605 PM",
="",3159,,,,,105,="",="2/4/2026 4:55:18.954001850 PM",
="",3163,,,,,105,="",="2/4/2026 4:55:18.974636525 PM",
="",3164,,,,,109,="",="2/4/2026 4:55:18.974741770 PM",
="",3166,,,,,99,="",="2/4/2026 4:55:18.976726900 PM",
="",3175,,,,,105,="",="2/4/2026 4:55:18.990845980 PM",
="",3193,,,,,117,="",="2/4/2026 4:55:19.011296215 PM",
="",3201,,,,,315,="",="2/4/2026 4:55:19.022309570 PM",
="",3205,,,,,484,="",="2/4/2026 4:55:19.030877340 PM",
="",3219,,,,,382,="",="2/4/2026 4:55:19.052817655 PM",
="",3223,,,,,105,="",="2/4/2026 4:55:19.094444945 PM",
="",3224,,,,,109,="",="2/4/2026 4:55:19.094575285 PM",
="",3235,,,,,99,="",="2/4/2026 4:55:19.114358360 PM",
="",3238,,,,,342,="",="2/4/2026 4:55:19.126442690 PM",
="",3245,,,,,99,="",="2/4/2026 4:55:19.164657220 PM",
="",3251,,,,,99,="",="2/4/2026 4:55:19.211684995 PM",
="",3287,,,,,491,="",="2/4/2026 4:55:19.340039160 PM",
="",3291,,,,,115,="",="2/4/2026 4:55:19.345954440 PM",
="",3292,,,,,340,="",="2/4/2026 4:55:19.348805025 PM",
="",3353,,,,,340,="",="2/4/2026 4:55:19.728348310 PM",
="",3372,,,,,340,="",="2/4/2026 4:55:19.822540870 PM",
="",3384,,,,,99,="",="2/4/2026 4:55:19.849430055 PM",
="",3397,,,,,109,="",="2/4/2026 4:55:19.874073530 PM",
="",3407,,,,,99,="",="2/4/2026 4:55:19.939547200 PM",
="",3494,,,,,378,="",="2/4/2026 4:55:20.453369920 PM",
="",3517,,,,,105,="",="2/4/2026 4:55:20.560139725 PM",
="",3526,,,,,99,="",="2/4/2026 4:55:20.574941810 PM",
="",3537,,,,,367,="",="2/4/2026 4:55:20.650944350 PM",
="",3540,,,,,99,="",="2/4/2026 4:55:20.661450880 PM",
="",3547,,,,,105,="",="2/4/2026 4:55:20.691521845 PM",
="",3622,,,,,99,="",="2/4/2026 4:55:21.036691675 PM",
="",3624,,,,,382,="",="2/4/2026 4:55:21.048820230 PM",
="",3627,,,,,340,="",="2/4/2026 4:55:21.059551205 PM",
="",3650,,,,,79,="",="2/4/2026 4:55:21.145900660 PM",
="",3652,,,,,99,="",="2/4/2026 4:55:21.168734880 PM",
="",3697,,,,,315,="",="2/4/2026 4:55:21.377355215 PM",
="",3702,,,,,99,="",="2/4/2026 4:55:21.441070510 PM",
="",3749,,,,,404,="",="2/4/2026 4:55:21.646796345 PM",
="",3755,,,,,397,="",="2/4/2026 4:55:21.658010820 PM",
="",3787,,,,,424,="",="2/4/2026 4:55:21.862048375 PM",
="",3806,,,,,427,="",="2/4/2026 4:55:21.963645825 PM",
="",3857,,,,,109,="",="2/4/2026 4:55:22.260390285 PM",
="",3924,,,,,369,="",="2/4/2026 4:55:22.675286635 PM",
="",3942,,,,,315,="",="2/4/2026 4:55:22.810951515 PM",
="",3972,,,,,342,="",="2/4/2026 4:55:23.017495965 PM",
="",3982,,,,,223,="",="2/4/2026 4:55:23.060764020 PM",
="",3984,,,,,105,="",="2/4/2026 4:55:23.100549090 PM",
="",3992,,,,,117,="",="2/4/2026 4:55:23.119352575 PM",
="",4040,,,,,113,="",="2/4/2026 4:55:23.336841440 PM",
="",4077,,,,,342,="",="2/4/2026 4:55:23.540198720 PM",
="",4087,,,,,113,="",="2/4/2026 4:55:23.601888190 PM",
="",4091,,,,,424,="",="2/4/2026 4:55:23.602806120 PM",
="",4101,,,,,117,="",="2/4/2026 4:55:23.619363165 PM",
="",4104,,,,,105,="",="2/4/2026 4:55:23.621902220 PM",
="",4131,,,,,117,="",="2/4/2026 4:55:23.656779580 PM",
="",4134,,,,,99,="",="2/4/2026 4:55:23.657024275 PM",
="",4135,,,,,117,="",="2/4/2026 4:55:23.657146745 PM",
="",4137,,,,,105,="",="2/4/2026 4:55:23.658846490 PM",
="",4140,,,,,105,="",="2/4/2026 4:55:23.659276990 PM",
="",4169,,,,,117,="",="2/4/2026 4:55:23.711600645 PM",
="",4173,,,,,117,="",="2/4/2026 4:55:23.718718695 PM",
="",4194,,,,,99,="",="2/4/2026 4:55:23.773979060 PM",
="",4195,,,,,117,="",="2/4/2026 4:55:23.774058335 PM",
="",4196,,,,,117,="",="2/4/2026 4:55:23.774104475 PM",
