Bookmark,Frame#,Data Rate (Mb/s),Duration,Freq,Channel,Antenna,Version,Bad FCS,Frame Size,Delta,Timestamp,
="",131,6.0,73 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:08.192433085 AM",
="",143,6.0,219 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,227,="",="2/4/2026 6:48:08.268257665 AM",
="",144,6.0,246 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/4/2026 6:48:08.268504320 AM",
="",151,6.0,73 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:08.363899050 AM",
="",152,6.0,529 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,459,="",="2/4/2026 6:48:08.367733280 AM",
="",153,6.0,434 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,388,="",="2/4/2026 6:48:08.368276705 AM",
="",154,1.0,2016 탎,2462 MHz,11,-84 dBm,Wi-Fi 1 (802.11b),False,313,="",="2/4/2026 6:48:08.385619220 AM",
="",158,1.0,304 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/4/2026 6:48:08.422634780 AM",
="",160,1.0,2160 탎,2462 MHz,11,-62 dBm,Wi-Fi 1 (802.11b),False,331,="",="2/4/2026 6:48:08.443624735 AM",
="",161,6.0,627 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/4/2026 6:48:08.470965895 AM",
="",162,6.0,654 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/4/2026 6:48:08.471623115 AM",
="",163,6.0,661 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/4/2026 6:48:08.472301705 AM",
="",164,6.0,687 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/4/2026 6:48:08.472990940 AM",
="",173,1.0,2160 탎,2462 MHz,11,-64 dBm,Wi-Fi 1 (802.11b),True,331,="",="2/4/2026 6:48:08.545956660 AM",
="",174,6.0,370 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,340,="",="2/4/2026 6:48:08.556739140 AM",
="",175,1.0,2424 탎,2462 MHz,11,-77 dBm,Wi-Fi 1 (802.11b),False,364,="",="2/4/2026 6:48:08.583529420 AM",
="",176,6.0,73 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:08.588808890 AM",
="",177,6.0,121 탎,2462 MHz,11,-83 dBm,Wi-Fi 3 (802.11g),False,153,="",="2/4/2026 6:48:08.623074590 AM",
="",181,1.0,2160 탎,2462 MHz,11,-66 dBm,Wi-Fi 1 (802.11b),True,331,="",="2/4/2026 6:48:08.651889235 AM",
="",182,1.0,416 탎,2462 MHz,11,-71 dBm,Wi-Fi 1 (802.11b),True,113,="",="2/4/2026 6:48:08.655604115 AM",
="",183,1.0,416 탎,2462 MHz,11,-90 dBm,Wi-Fi 1 (802.11b),True,113,="",="2/4/2026 6:48:08.685074090 AM",
="",185,6.0,330 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/4/2026 6:48:08.728542755 AM",
="",189,6.0,49 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:08.763653035 AM",
="",190,6.0,49 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:08.764265545 AM",
="",194,11.0,269 탎,2462 MHz,11,-78 dBm,Wi-Fi 1 (802.11b),True,191,="",="2/4/2026 6:48:08.771210515 AM",
="",195,6.0,57 탎,2462 MHz,11,-73 dBm,Wi-Fi 3 (802.11g),False,105,="",="2/4/2026 6:48:08.771711020 AM",
="",196,9.0,124 탎,2462 MHz,11,-73 dBm,Wi-Fi 3 (802.11g),False,191,="",="2/4/2026 6:48:08.772022510 AM",
="",197,6.0,57 탎,2462 MHz,11,-73 dBm,Wi-Fi 3 (802.11g),False,105,="",="2/4/2026 6:48:08.772238005 AM",
="",198,1.0,2424 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,364,="",="2/4/2026 6:48:08.788329740 AM",
="",199,1.0,2160 탎,2462 MHz,11,-61 dBm,Wi-Fi 1 (802.11b),True,331,="",="2/4/2026 6:48:08.852932590 AM",
="",200,24.0,35 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:08.863168240 AM",
="",201,6.0,73 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:08.863404400 AM",
="",202,6.0,73 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:08.863655345 AM",
="",203,6.0,49 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:08.883587280 AM",
="",204,1.0,2096 탎,2462 MHz,11,-84 dBm,Wi-Fi 1 (802.11b),True,323,="",="2/4/2026 6:48:08.899786005 AM",
="",205,1.0,352 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),True,105,="",="2/4/2026 6:48:08.901882505 AM",
="",212,1.0,304 탎,2462 MHz,11,-79 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/4/2026 6:48:08.931639490 AM",
="",213,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:08.932571225 AM",
="",214,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:08.938119650 AM",
="",215,1.0,2160 탎,2462 MHz,11,-61 dBm,Wi-Fi 1 (802.11b),False,331,="",="2/4/2026 6:48:08.955305425 AM",
="",216,1.0,464 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),True,119,="",="2/4/2026 6:48:08.961437410 AM",
="",220,1.0,2160 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,331,="",="2/4/2026 6:48:08.962992005 AM",
="",221,1.0,2096 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/4/2026 6:48:09.007718145 AM",
="",229,6.0,529 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,459,="",="2/4/2026 6:48:09.084407625 AM",
="",230,1.0,2424 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),False,364,="",="2/4/2026 6:48:09.095531795 AM",
="",231,6.0,49 탎,2462 MHz,11,-79 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:09.098428390 AM",
="",235,1.0,2160 탎,2462 MHz,11,-66 dBm,Wi-Fi 1 (802.11b),False,331,="",="2/4/2026 6:48:09.262305455 AM",
="",236,1.0,416 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),True,113,="",="2/4/2026 6:48:09.309450215 AM",
="",245,1.0,352 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),True,105,="",="2/4/2026 6:48:09.413822940 AM",
="",249,6.0,529 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,459,="",="2/4/2026 6:48:09.494039910 AM",
="",250,6.0,434 탎,2462 MHz,11,-83 dBm,Wi-Fi 3 (802.11g),False,388,="",="2/4/2026 6:48:09.494575040 AM",
="",251,6.0,370 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),True,340,="",="2/4/2026 6:48:09.495009540 AM",
="",254,1.0,2160 탎,2462 MHz,11,-68 dBm,Wi-Fi 1 (802.11b),True,331,="",="2/4/2026 6:48:09.569270250 AM",
="",255,6.0,427 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,383,="",="2/4/2026 6:48:09.572568150 AM",
="",256,1.0,2008 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,312,="",="2/4/2026 6:48:09.576049380 AM",
="",258,6.0,370 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,340,="",="2/4/2026 6:48:09.580761445 AM",
="",259,6.0,402 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,364,="",="2/4/2026 6:48:09.581157840 AM",
="",265,1.0,2096 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/4/2026 6:48:09.618941745 AM",
="",266,1.0,2096 탎,2462 MHz,11,-73 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/4/2026 6:48:09.621093115 AM",
="",275,1.0,2096 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/4/2026 6:48:09.719868965 AM",
="",276,1.0,416 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),True,113,="",="2/4/2026 6:48:09.721965465 AM",
="",287,1.0,2096 탎,2462 MHz,11,-73 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/4/2026 6:48:09.925944660 AM",
="",289,6.0,370 탎,2462 MHz,11,-85 dBm,Wi-Fi 3 (802.11g),False,340,="",="2/4/2026 6:48:09.990362420 AM",
="",293,6.0,529 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,459,="",="2/4/2026 6:48:10.006405575 AM",
="",294,1.0,2016 탎,2462 MHz,11,-84 dBm,Wi-Fi 1 (802.11b),False,313,="",="2/4/2026 6:48:10.126412540 AM",
="",302,24.0,37 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),True,105,="",="2/4/2026 6:48:10.225464785 AM",
="",303,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),True,99,="",="2/4/2026 6:48:10.225668795 AM",
="",304,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:10.227747695 AM",
="",305,1.0,2096 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),True,323,="",="2/4/2026 6:48:10.233088210 AM",
="",310,1.0,2160 탎,2462 MHz,11,-67 dBm,Wi-Fi 1 (802.11b),False,331,="",="2/4/2026 6:48:10.285618900 AM",
="",311,1.0,416 탎,2462 MHz,11,-81 dBm,Wi-Fi 1 (802.11b),True,113,="",="2/4/2026 6:48:10.294054965 AM",
="",312,1.0,2424 탎,2462 MHz,11,-72 dBm,Wi-Fi 1 (802.11b),True,364,="",="2/4/2026 6:48:10.324320235 AM",
="",322,6.0,434 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,388,="",="2/4/2026 6:48:10.416144005 AM",
="",330,6.0,402 탎,2462 MHz,11,-87 dBm,Wi-Fi 3 (802.11g),False,364,="",="2/4/2026 6:48:10.502775420 AM",
="",335,6.0,529 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,459,="",="2/4/2026 6:48:10.620402345 AM",
="",341,6.0,427 탎,2462 MHz,11,-87 dBm,Wi-Fi 3 (802.11g),False,383,="",="2/4/2026 6:48:10.698989125 AM",
="",342,6.0,361 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,333,="",="2/4/2026 6:48:10.715368460 AM",
="",349,6.0,370 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),True,340,="",="2/4/2026 6:48:10.809549375 AM",
="",353,1.0,416 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),True,113,="",="2/4/2026 6:48:10.908460770 AM",
="",355,6.0,361 탎,2462 MHz,11,-87 dBm,Wi-Fi 3 (802.11g),False,333,="",="2/4/2026 6:48:10.921464210 AM",
="",358,1.0,2096 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),True,323,="",="2/4/2026 6:48:10.949926225 AM",
="",360,6.0,49 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:10.953324780 AM",
="",361,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:10.953496655 AM",
="",362,1.0,304 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/4/2026 6:48:10.962640905 AM",
="",366,24.0,35 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:10.967944795 AM",
="",367,24.0,41 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),True,117,="",="2/4/2026 6:48:10.968073335 AM",
="",368,11.0,202 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),True,99,="",="2/4/2026 6:48:10.979199665 AM",
="",369,1.0,352 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,105,="",="2/4/2026 6:48:10.993163095 AM",
="",370,11.0,202 탎,2462 MHz,11,-83 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/4/2026 6:48:10.998170555 AM",
="",371,11.0,202 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),True,99,="",="2/4/2026 6:48:10.999611130 AM",
="",372,6.0,434 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,388,="",="2/4/2026 6:48:11.030577135 AM",
="",373,6.0,153 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,177,="",="2/4/2026 6:48:11.031011635 AM",
="",374,1.0,2424 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,364,="",="2/4/2026 6:48:11.041165680 AM",
="",375,24.0,35 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.045046775 AM",
="",376,6.0,73 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:11.045183650 AM",
="",384,24.0,37 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,105,="",="2/4/2026 6:48:11.148479640 AM",
="",385,6.0,119 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),True,152,="",="2/4/2026 6:48:11.148544555 AM",
="",386,6.0,49 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.148730185 AM",
="",387,24.0,37 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,105,="",="2/4/2026 6:48:11.148863350 AM",
="",388,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.149118590 AM",
="",389,24.0,35 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),True,99,="",="2/4/2026 6:48:11.149675710 AM",
="",390,24.0,35 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.150021060 AM",
="",391,24.0,35 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),True,99,="",="2/4/2026 6:48:11.150373450 AM",
="",392,24.0,35 탎,2462 MHz,11,-78 dBm,Wi-Fi 3 (802.11g),True,99,="",="2/4/2026 6:48:11.150724480 AM",
="",393,24.0,35 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),True,99,="",="2/4/2026 6:48:11.157140265 AM",
="",394,6.0,73 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:11.157296500 AM",
="",398,6.0,427 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,383,="",="2/4/2026 6:48:11.210992770 AM",
="",403,6.0,361 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,333,="",="2/4/2026 6:48:11.227374985 AM",
="",404,6.0,219 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,227,="",="2/4/2026 6:48:11.235813475 AM",
="",405,6.0,246 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/4/2026 6:48:11.236060370 AM",
="",406,6.0,219 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,227,="",="2/4/2026 6:48:11.236336820 AM",
="",407,6.0,246 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/4/2026 6:48:11.236580540 AM",
="",408,1.0,2424 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,364,="",="2/4/2026 6:48:11.245967465 AM",
="",409,1.0,2096 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/4/2026 6:48:11.257131620 AM",
="",410,1.0,2208 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,337,="",="2/4/2026 6:48:11.265679620 AM",
="",411,24.0,38 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,110,="",="2/4/2026 6:48:11.286187105 AM",
="",412,6.0,75 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),True,119,="",="2/4/2026 6:48:11.286225935 AM",
="",413,24.0,37 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,105,="",="2/4/2026 6:48:11.286619870 AM",
="",414,6.0,75 탎,2462 MHz,11,-83 dBm,Wi-Fi 3 (802.11g),True,119,="",="2/4/2026 6:48:11.286699290 AM",
="",415,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.286842175 AM",
="",416,24.0,37 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,105,="",="2/4/2026 6:48:11.295437170 AM",
="",417,6.0,79 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),True,122,="",="2/4/2026 6:48:11.295514230 AM",
="",418,6.0,49 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.295660635 AM",
="",419,24.0,35 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.301386760 AM",
="",420,24.0,41 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:11.301558235 AM",
="",421,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.301667240 AM",
="",422,24.0,35 탎,2462 MHz,11,-79 dBm,Wi-Fi 3 (802.11g),True,99,="",="2/4/2026 6:48:11.331093815 AM",
="",427,24.0,35 탎,2462 MHz,11,-78 dBm,Wi-Fi 3 (802.11g),True,99,="",="2/4/2026 6:48:11.353913395 AM",
="",432,24.0,35 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.388687450 AM",
="",433,24.0,41 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:11.388844965 AM",
="",434,24.0,35 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),True,99,="",="2/4/2026 6:48:11.406009675 AM",
="",435,24.0,41 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),True,117,="",="2/4/2026 6:48:11.406152735 AM",
="",436,24.0,37 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,105,="",="2/4/2026 6:48:11.408084600 AM",
="",437,6.0,71 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),True,116,="",="2/4/2026 6:48:11.408164395 AM",
="",438,6.0,49 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.408304305 AM",
="",439,24.0,35 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.408703670 AM",
="",440,24.0,41 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,117,="",="2/4/2026 6:48:11.408844090 AM",
="",441,24.0,35 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/4/2026 6:48:11.410816410 AM",
="",442,24.0,41 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),True,117,="",="2/4/2026 6:48:11.410961845 AM",
="",443,24.0,37 탎,2462 MHz,11,-82 dBm,Wi-Fi 3 (802.11g),False,105,="",="2/4/2026 6:48:11.427756750 AM",
