Bookmark,Frame#,SSI,Type,Subtype,Seq #,Addresses,Receive Addr,Transmit Addr,Address 3,ToDS,FromDS,Frag,Retry,More,Protected,FCS,Frame Size,Delta,Timestamp,
="",33,,Mgmt,Beacon,3064,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:20  (SA),0e:fe:7b:3f:cc:20  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.270594835 PM",
="",34,,Mgmt,Beacon,3065,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:22  (SA),0e:fe:7b:3f:cc:22  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.271003695 PM",
="",35,,Mgmt,Beacon,3066,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:24  (SA),0e:fe:7b:3f:cc:24  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.271340860 PM",
="",37,,Mgmt,Beacon,3067,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:27  (SA),0e:fe:7b:3f:cc:27  (BSSID),0,0,0,0,0,0,,341,="",="2/6/2026 4:56:58.271711105 PM",
="",38,,Mgmt,Assn Req,0,,90:d9:11:03:08:00  (DA),ff:ff:08:a9:5e:03  (SA),XEROX CORPORATION 00:00:00,0,0,0,0,0,0,,113,="",="2/6/2026 4:56:58.272322910 PM",
="",39,,Mgmt,Beacon,3974,,ff:ff:ff:ff:ff:ff  (DA),ee:55:a8:1f:23:3b  (SA),ee:55:a8:1f:23:3b  (BSSID),0,0,0,0,0,0,,413,="",="2/6/2026 4:56:58.272741520 PM",
="",40,,Mgmt,Beacon,700,,ff:ff:ff:ff:ff:ff  (DA),da:55:a8:1f:23:3b  (SA),da:55:a8:1f:23:3b  (BSSID),0,0,0,0,0,0,,400,="",="2/6/2026 4:56:58.275168030 PM",
="",41,,Mgmt,Beacon,889,,ff:ff:ff:ff:ff:ff  (DA),16:93:7c:c2:15:c7  (SA),16:93:7c:c2:15:c7  (BSSID),0,0,0,0,0,0,,323,="",="2/6/2026 4:56:58.277311225 PM",
="",42,,Mgmt,Beacon,1097,,ff:ff:ff:ff:ff:ff  (DA),42:0f:c1:3b:ff:cf  (SA),42:0f:c1:3b:ff:cf  (BSSID),0,0,0,0,0,0,,339,="",="2/6/2026 4:56:58.281151400 PM",
="",43,,Mgmt,Beacon,1837,,ff:ff:ff:ff:ff:ff  (DA),Ubiquiti Inc 70:a7:41,Ubiquiti Inc 70:a7:41,0,0,0,0,0,0,,342,="",="2/6/2026 4:56:58.288747995 PM",
="",44,,Mgmt,Beacon,1839,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:a3:5f:71  (SA),72:a7:41:a3:5f:71  (BSSID),0,0,0,0,0,0,,324,="",="2/6/2026 4:56:58.296176845 PM",
="",45,,Mgmt,Beacon,1840,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:b3:5f:71  (SA),72:a7:41:b3:5f:71  (BSSID),0,0,0,0,0,0,,342,="",="2/6/2026 4:56:58.298281345 PM",
="",46,,Mgmt,Beacon,1695,,ff:ff:ff:ff:ff:ff  (DA),6e:49:92:17:c4:c0  (SA),6e:49:92:17:c4:c0  (BSSID),0,0,0,0,0,0,,424,="",="2/6/2026 4:56:58.323335685 PM",
="",47,,Mgmt,Beacon,263,,ff:ff:ff:ff:ff:ff  (DA),Google Inc. f0:72:ea,Google Inc. f0:72:ea,0,0,0,0,0,0,,303,="",="2/6/2026 4:56:58.328914070 PM",
="",50,,Control,ACK,,,Tuya Smart Inc. d4:a6:51,,,0,0,0,0,0,0,,99,="",="2/6/2026 4:56:58.352691990 PM",
="",51,,Mgmt,Beacon,4014,,ff:ff:ff:ff:ff:ff  (DA),WatchGuard Technologies Inc. 00:01:21,WatchGuard Technologies Inc. 00:01:21,0,0,0,0,0,0,,369,="",="2/6/2026 4:56:58.358121280 PM",
="",52,,Mgmt,Beacon,3864,,ff:ff:ff:ff:ff:ff  (DA),WatchGuard Technologies Inc. 00:01:21,WatchGuard Technologies Inc. 00:01:21,0,0,0,0,0,0,,365,="",="2/6/2026 4:56:58.360601290 PM",
="",53,,Mgmt,Beacon,2605,,ee:26:12:9b:25:b7  (DA),e2:88:3c:9e:61:88  (SA),d8:06:28:b2:f2:13  (BSSID),0,0,0,0,0,0,,435,="",="2/6/2026 4:56:58.370045015 PM",
="",54,,Mgmt,Beacon,1746  (Retransmitted packet),,ff:cf:24:93:5e:c6  (DA),ef:55:b1:1e:a9:65  (SA),94:6a:76:85:74:25  (BSSID),0,0,0,1,0,1,,435,="",="2/6/2026 4:56:58.370492060 PM",
="",56,,Mgmt,Beacon,1149,,ae:81:55:04:f0:d9  (DA),f7:87:fc:0d:ae:d0  (SA),f6:6d:26:34:a1:d1  (BSSID),0,1,0,0,0,0,,434,="",="2/6/2026 4:56:58.370939105 PM",
="",57,,Mgmt,Beacon,1692  (Retransmitted packet),,a1:3a:ff:ff:ff:ff  (DA),a8:b6:7a:f8:5f:15  (SA),a7:43:02:18:b5:ec  (BSSID),0,0,0,1,0,0,,434,="",="2/6/2026 4:56:58.371385420 PM",
="",58,,Mgmt,Beacon,2521,,1d:80:55:6c:f2:26  (DA),4a:f6:43:65:40:fc  (SA),28:fb:87:b7:fc:9c  (BSSID),0,0,0,0,0,0,,397,="",="2/6/2026 4:56:58.371831740 PM",
="",59,,Mgmt,Beacon,3068,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:20  (SA),0e:fe:7b:3f:cc:20  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.373380015 PM",
="",60,,Mgmt,Beacon,1836,,ff:ff:ff:ff:ff:ff  (DA),PEGATRON CORPORATION 54:b2:03,PEGATRON CORPORATION 54:b2:03,0,0,0,0,0,0,,360,="",="2/6/2026 4:56:58.373717180 PM",
="",61,,Mgmt,Beacon,3069,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:22  (SA),0e:fe:7b:3f:cc:22  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.374114345 PM",
="",62,,Data,Data,1835,From AP,33:33:00:00:00:01  (DA),PEGATRON CORPORATION 54:b2:03,Vantiva USA LLC 94:6a:77,0,1,0,0,0,1,,229,="",="2/6/2026 4:56:58.374451515 PM",
="",63,,Mgmt,Beacon,3070,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:24  (SA),0e:fe:7b:3f:cc:24  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.374812740 PM",
="",64,,Mgmt,Beacon,3071,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:27  (SA),0e:fe:7b:3f:cc:27  (BSSID),0,0,0,0,0,0,,341,="",="2/6/2026 4:56:58.375149910 PM",
="",65,,Mgmt,Beacon,701,,ff:ff:ff:ff:ff:ff  (DA),da:55:a8:1f:23:3b  (SA),da:55:a8:1f:23:3b  (BSSID),0,0,0,0,0,0,,400,="",="2/6/2026 4:56:58.382617575 PM",
="",66,,Mgmt,Beacon,890,,ff:ff:ff:ff:ff:ff  (DA),16:93:7c:c2:15:c7  (SA),16:93:7c:c2:15:c7  (BSSID),0,0,0,0,0,0,,323,="",="2/6/2026 4:56:58.383039165 PM",
="",67,,Mgmt,Beacon,1098,,ff:ff:ff:ff:ff:ff  (DA),42:0f:c1:3b:ff:cf  (SA),42:0f:c1:3b:ff:cf  (BSSID),0,0,0,0,0,0,,339,="",="2/6/2026 4:56:58.385135665 PM",
="",68,,Mgmt,Beacon,1841,,ff:ff:ff:ff:ff:ff  (DA),Ubiquiti Inc 70:a7:41,Ubiquiti Inc 70:a7:41,0,0,0,0,0,0,,342,="",="2/6/2026 4:56:58.389567295 PM",
="",69,,Mgmt,Beacon,2053,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:69:38:b9  (SA),0e:fe:7b:69:38:b9  (BSSID),0,0,0,0,0,0,,464,="",="2/6/2026 4:56:58.391815795 PM",
="",70,,Mgmt,Beacon,1842,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:93:5f:71  (SA),72:a7:41:93:5f:71  (BSSID),0,0,0,0,0,0,,340,="",="2/6/2026 4:56:58.392351625 PM",
="",71,,Mgmt,Beacon,498,,ff:ff:ff:ff:ff:ff  (DA),3a:1a:52:4f:79:cd  (SA),3a:1a:52:4f:79:cd  (BSSID),0,0,0,0,0,0,,373,="",="2/6/2026 4:56:58.399744115 PM",
="",75,,Mgmt,Beacon,3805,,ff:ff:ff:ff:ff:ff  (DA),Cisco Meraki 68:49:92,Cisco Meraki 68:49:92,0,0,0,0,0,0,,427,="",="2/6/2026 4:56:58.424139640 PM",
="",76,,Mgmt,Beacon,264,,ff:ff:ff:ff:ff:ff  (DA),Google Inc. f0:72:ea,Google Inc. f0:72:ea,0,0,0,0,0,0,,303,="",="2/6/2026 4:56:58.431083420 PM",
="",80,,Mgmt,Beacon,1137,,ff:ff:ff:ff:ff:ff  (DA),5e:f4:ab:1f:fa:a4  (SA),5e:f4:ab:1f:fa:a4  (BSSID),0,0,0,0,0,0,,322,="",="2/6/2026 4:56:58.448653480 PM",
="",81,,Data,Null,3688,To AP,WatchGuard Technologies Inc. 00:01:21,Tuya Smart Inc. d4:a6:51,WatchGuard Technologies Inc. 00:01:21,1,0,0,0,0,0,,113,="",="2/6/2026 4:56:58.451691130 PM",
="",82,,Control,ACK,,,Tuya Smart Inc. d4:a6:51,,,0,0,0,0,0,0,,99,="",="2/6/2026 4:56:58.452107785 PM",
="",83,,Mgmt,Beacon,755,,ff:ff:ff:ff:ff:ff  (DA),WatchGuard Technologies Inc. 00:01:21,WatchGuard Technologies Inc. 00:01:21,0,0,0,0,0,0,,367,="",="2/6/2026 4:56:58.456666100 PM",
="",84,,Mgmt,Beacon,183,,ff:ff:a2:e8:b7:55  (DA),39:49:a0:e0:f6:d1  (SA),e1:c0:a8:f4:15:54  (BSSID),0,0,0,0,0,0,,435,="",="2/6/2026 4:56:58.474273715 PM",
="",85,,Mgmt,Beacon,902  (Retransmitted packet),,95:ff:cf:e4:cf:e4  (DA),a4:8c:e1:ac:10:48  (SA),a9:da:b2:77:0c:63  (BSSID),1,0,1,1,1,1,,435,="",="2/6/2026 4:56:58.474720760 PM",
="",86,,Mgmt,Beacon,3072,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:20  (SA),0e:fe:7b:3f:cc:20  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.475499710 PM",
="",87,,Mgmt,Beacon,3976,,ff:ff:ff:ff:ff:ff  (DA),ee:55:a8:1f:23:3b  (SA),ee:55:a8:1f:23:3b  (BSSID),0,0,0,0,0,0,,413,="",="2/6/2026 4:56:58.481396410 PM",
="",88,,Mgmt,Beacon,918,,ff:ff:ff:ff:ff:ff  (DA),0e:93:7c:c2:15:c7  (SA),0e:93:7c:c2:15:c7  (BSSID),0,0,0,0,0,0,,323,="",="2/6/2026 4:56:58.481827455 PM",
="",89,,Mgmt,Beacon,1099,,ff:ff:ff:ff:ff:ff  (DA),42:0f:c1:3b:ff:cf  (SA),42:0f:c1:3b:ff:cf  (BSSID),0,0,0,0,0,0,,339,="",="2/6/2026 4:56:58.487502715 PM",
="",90,,Mgmt,Beacon,1846,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:93:5f:71  (SA),72:a7:41:93:5f:71  (BSSID),0,0,0,0,0,0,,340,="",="2/6/2026 4:56:58.495802770 PM",
="",91,,Mgmt,Beacon,1847,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:a3:5f:71  (SA),72:a7:41:a3:5f:71  (BSSID),0,0,0,0,0,0,,324,="",="2/6/2026 4:56:58.498035270 PM",
="",95,,Mgmt,Beacon,3170,,ff:ff:ff:ff:ff:ff  (DA),46:d9:e7:7b:b2:e6  (SA),46:d9:e7:7b:b2:e6  (BSSID),0,0,0,0,0,0,,314,="",="2/6/2026 4:56:58.526520670 PM",
="",96,,Mgmt,Beacon,3806,,ff:ff:ff:ff:ff:ff  (DA),Cisco Meraki 68:49:92,Cisco Meraki 68:49:92,0,0,0,0,0,0,,427,="",="2/6/2026 4:56:58.528545170 PM",
="",97,,Mgmt,Beacon,1697,,fe:ff:ff:ff:ff:ff  (DA),6e:49:92:17:c4:c0  (SA),6e:49:92:17:c4:c0  (BSSID),0,0,0,0,0,0,,424,="",="2/6/2026 4:56:58.528986395 PM",
="",98,,Mgmt,Beacon,1665,,ff:ff:ff:ff:ff:ff  (DA),da:31:34:44:af:34  (SA),da:31:34:44:af:34  (BSSID),0,0,0,0,0,0,,376,="",="2/6/2026 4:56:58.529425440 PM",
="",99,,Mgmt,Beacon,265,,ff:ff:ff:ff:ff:ff  (DA),Google Inc. f0:72:ea,Google Inc. f0:72:ea,0,0,0,0,0,0,,303,="",="2/6/2026 4:56:58.535205220 PM",
="",100,,Ext,Reserved [15],,,,,,0,0,1,1,0,1,,323,="",="2/6/2026 4:56:58.537582740 PM",
="",104,,Mgmt,Beacon,343,,ff:ff:ff:ff:ff:ff  (DA),WatchGuard Technologies Inc. 00:01:21,WatchGuard Technologies Inc. 00:01:21,0,0,0,0,0,0,,368,="",="2/6/2026 4:56:58.561984130 PM",
="",105,,Mgmt,Beacon,4016,,ff:ff:ff:ff:ff:ff  (DA),WatchGuard Technologies Inc. 00:01:21,WatchGuard Technologies Inc. 00:01:21,0,0,0,0,0,0,,369,="",="2/6/2026 4:56:58.564440630 PM",
="",106,,Mgmt,Beacon,3866,,ff:ff:ff:ff:ff:ff  (DA),WatchGuard Technologies Inc. 00:01:21,WatchGuard Technologies Inc. 00:01:21,0,0,0,0,0,0,,365,="",="2/6/2026 4:56:58.566905130 PM",
="",107,,Data,Null,3997,To AP,WatchGuard Technologies Inc. 00:01:21,Tuya Smart Inc. a0:92:08,WatchGuard Technologies Inc. 00:01:21,1,0,0,0,0,0,,113,="",="2/6/2026 4:56:58.569337630 PM",
="",108,,Control,ACK,,,Tuya Smart Inc. a0:92:08,,,0,0,0,0,0,0,,99,="",="2/6/2026 4:56:58.569754130 PM",
="",109,,Mgmt,Beacon,3076,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:20  (SA),0e:fe:7b:3f:cc:20  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.577809410 PM",
="",110,,Mgmt,Beacon,1838,,ff:ff:ff:ff:ff:ff  (DA),PEGATRON CORPORATION 54:b2:03,PEGATRON CORPORATION 54:b2:03,0,0,0,0,0,0,,360,="",="2/6/2026 4:56:58.578166270 PM",
="",111,,Mgmt,Beacon,3077,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:22  (SA),0e:fe:7b:3f:cc:22  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.578599060 PM",
="",112,,Mgmt,Beacon,3078,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:24  (SA),0e:fe:7b:3f:cc:24  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.578950210 PM",
="",113,,Control,Blk Ack,,,ff:ff:ff:ff:ff:e6  (DA),c2:66:31:01:c2:3b  (SA),,1,1,1,1,1,0,,421,="",="2/6/2026 4:56:58.579280790 PM",
="",114,,Mgmt,Beacon,892,,ff:ff:ff:ff:ff:ff  (DA),16:93:7c:c2:15:c7  (SA),16:93:7c:c2:15:c7  (BSSID),0,0,0,0,0,0,,323,="",="2/6/2026 4:56:58.584811865 PM",
="",117,,Mgmt,Beacon,1849,,ff:ff:ff:ff:ff:ff  (DA),Ubiquiti Inc 70:a7:41,Ubiquiti Inc 70:a7:41,0,0,0,0,0,0,,342,="",="2/6/2026 4:56:58.593997090 PM",
="",118,,Mgmt,Beacon,1850,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:93:5f:71  (SA),72:a7:41:93:5f:71  (BSSID),0,0,0,0,0,0,,340,="",="2/6/2026 4:56:58.598296225 PM",
="",119,,Mgmt,Beacon,500,,ff:ff:ff:ff:ff:ff  (DA),3a:1a:52:4f:79:cd  (SA),3a:1a:52:4f:79:cd  (BSSID),0,0,0,0,0,0,,373,="",="2/6/2026 4:56:58.606863195 PM",
="",120,,Mgmt,Beacon,3171,,ff:ff:ff:ff:ff:ff  (DA),46:d9:e7:7b:b2:e6  (SA),46:d9:e7:7b:b2:e6  (BSSID),0,0,0,0,0,0,,314,="",="2/6/2026 4:56:58.626229915 PM",
="",121,,Mgmt,Beacon,3807,,ff:ff:ff:ff:ff:ff  (DA),Cisco Meraki 68:49:92,Cisco Meraki 68:49:92,0,0,0,0,0,0,,427,="",="2/6/2026 4:56:58.629011375 PM",
="",122,,Mgmt,Probe Req,2059,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC 0c:fe:7b,ff:ff:ff:ff:ff:ff  (BSSID),0,0,0,0,0,0,,223,="",="2/6/2026 4:56:58.636752830 PM",
="",123,,Mgmt,Probe Resp,2554,,Vantiva USA LLC 0c:fe:7b,Commscope 1c:93:7c,Commscope 1c:93:7c,0,0,0,0,0,0,,465,="",="2/6/2026 4:56:58.633744565 PM",
="",124,,Mgmt,Probe Resp,2889,,Vantiva USA LLC 0c:fe:7b,WNC Corporation 58:96:71,WNC Corporation 58:96:71,0,0,0,0,0,0,,499,="",="2/6/2026 4:56:58.636977065 PM",
="",125,,Mgmt,Beacon,2555,,ff:ff:ff:ff:ff:ff  (DA),Commscope 1c:93:7c,Commscope 1c:93:7c,0,0,0,0,0,0,,360,="",="2/6/2026 4:56:58.640481565 PM",
="",126,,Mgmt,Beacon,3221,,ff:ff:ff:ff:ff:ff  (DA),0e:93:7c:55:95:15  (SA),0e:93:7c:55:95:15  (BSSID),0,0,0,0,0,0,,323,="",="2/6/2026 4:56:58.642874065 PM",
="",127,,Mgmt,Beacon,33,,ff:ff:ff:ff:ff:ff  (DA),WNC Corporation 58:96:71,WNC Corporation 58:96:71,0,0,0,0,0,0,,404,="",="2/6/2026 4:56:58.644970565 PM",
="",133,,Mgmt,Probe Resp,2889  (Retransmitted packet),,Vantiva USA LLC 0c:fe:7b,WNC Corporation 58:96:71,WNC Corporation 58:96:71,0,0,0,1,0,0,,499,="",="2/6/2026 4:56:58.651070685 PM",
="",134,,Mgmt,Beacon,2551,,ff:ff:ff:ff:ff:ff  (DA),e2:55:a8:ac:f4:d0  (SA),e2:55:a8:60:f2:d0  (BSSID),0,0,0,0,0,0,,435,="",="2/6/2026 4:56:58.674429880 PM",
="",135,,Mgmt,Beacon,2828,,ff:ff:ff:ff:fd:c5  (DA),94:95:aa:9d:f5:d0  (SA),6e:d1:ae:8c:e6:d0  (BSSID),0,0,0,0,0,0,,435,="",="2/6/2026 4:56:58.675245745 PM",
="",136,,Mgmt,Beacon,1152,,fe:ff:ff:ff:ff:ff  (DA),f6:55:a8:ac:f4:be  (SA),28:55:a8:ac:f4:d0  (BSSID),0,0,0,0,0,0,,434,="",="2/6/2026 4:56:58.676082550 PM",
="",137,,Mgmt,Beacon,3675,,ff:ff:ff:ff:ff:ff  (DA),da:55:a8:ac:f4:d0  (SA),16:53:a8:87:4b:d1  (BSSID),0,0,0,0,0,0,,397,="",="2/6/2026 4:56:58.677648945 PM",
="",138,,Mgmt,Beacon,3080,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:20  (SA),0e:fe:7b:3f:cc:20  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.680205715 PM",
="",139,,Mgmt,Beacon,1839,,ff:ff:ff:ff:ff:ff  (DA),PEGATRON CORPORATION 54:b2:03,PEGATRON CORPORATION 54:b2:03,0,0,0,0,0,0,,360,="",="2/6/2026 4:56:58.680562855 PM",
="",140,,Mgmt,Beacon,3081,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:22  (SA),0e:fe:7b:3f:cc:22  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.680989165 PM",
="",141,,Mgmt,Beacon,3082,,ff:ff:ff:ff:ff:ff  (DA),0e:fe:7b:3f:cc:24  (SA),0e:fe:7b:3f:cc:24  (BSSID),0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.681363130 PM",
="",142,,Data,Null,2269  (Retransmitted packet),To AP,WatchGuard Technologies Inc. 00:01:21,ff:ff:ff:ff:ff:ff  (SA),ff:ff:ff:ff:1f:74  (DA),1,0,0,1,0,0,,113,="",="2/6/2026 4:56:58.682202545 PM",
="",143,,Mgmt,Beacon,704,,ff:ff:ff:ff:ff:ff  (DA),da:55:a8:1f:23:3b  (SA),da:55:a8:1f:23:3b  (BSSID),0,0,0,0,0,0,,400,="",="2/6/2026 4:56:58.683347415 PM",
="",144,,Data,Null,3998  (Retransmitted packet),To AP,WatchGuard Technologies Inc. 00:01:21,Tuya Smart Inc. a0:92:08,WatchGuard Technologies Inc. 00:01:21,1,0,0,1,0,0,,113,="",="2/6/2026 4:56:58.683776410 PM",
="",145,,Control,ACK,,,Tuya Smart Inc. a0:92:08,,,0,0,0,0,0,0,,99,="",="2/6/2026 4:56:58.684208705 PM",
="",146,,Data,Data,2561,From AP,33:33:00:00:00:16  (DA),Commscope 1c:93:7c,Hui Zhou Gaoshengda Technology Co.LTD 1c:30:08,0,1,0,0,0,1,,213,="",="2/6/2026 4:56:58.686120265 PM",
="",147,,Data,Data,2564,From AP,33:33:00:00:00:fb  (DA),Commscope 1c:93:7c,Hui Zhou Gaoshengda Technology Co.LTD 1c:30:08,0,1,0,0,0,1,,229,="",="2/6/2026 4:56:58.692339405 PM",
="",151,,Mgmt,Beacon,1854,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:93:5f:71  (SA),72:a7:41:93:5f:71  (BSSID),0,0,0,0,0,0,,340,="",="2/6/2026 4:56:58.698524495 PM",
="",152,,Data,Null,3999,To AP,WatchGuard Technologies Inc. 00:01:21,Tuya Smart Inc. a0:92:08,WatchGuard Technologies Inc. 00:01:21,1,0,0,0,0,0,,113,="",="2/6/2026 4:56:58.700944190 PM",
="",153,,Mgmt,Probe Resp,2482,,e8:2f:d7:4c:ef:1a  (DA),79:1c:01:9a:72:d0  (SA),f2:b5:6c:ba:7f:bc  (BSSID),0,0,0,0,1,0,,428,="",="2/6/2026 4:56:58.701373930 PM",
="",154,,Mgmt,Beacon,3975,,ff:ff:ff:ff:ff:ff  (DA),Ubiquiti Inc 44:d9:e7,Ubiquiti Inc 44:d9:e7,0,0,0,0,0,0,,315,="",="2/6/2026 4:56:58.703029950 PM",
="",155,,Mgmt,Beacon,1855,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:a3:5f:71  (SA),72:a7:41:a3:5f:71  (BSSID),0,0,0,0,0,0,,324,="",="2/6/2026 4:56:58.705555205 PM",
="",156,,Mgmt,Beacon,1856,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:b3:5f:71  (SA),72:a7:41:b3:5f:71  (BSSID),0,0,0,0,0,0,,342,="",="2/6/2026 4:56:58.708519365 PM",
="",157,,Mgmt,Beacon,3172,,ff:ff:ff:ff:ff:ff  (DA),46:d9:e7:7b:b2:e6  (SA),46:d9:e7:7b:b2:e6  (BSSID),0,0,0,0,0,0,,314,="",="2/6/2026 4:56:58.728631220 PM",
="",158,,Mgmt,Beacon,3808,,ff:ff:ff:ff:ff:ff  (DA),Cisco Meraki 68:49:92,Cisco Meraki 68:49:92,0,0,0,0,0,0,,427,="",="2/6/2026 4:56:58.731341810 PM",
="",159,,Mgmt,Beacon,1699,,ff:ff:ff:ff:ff:ff  (DA),6e:49:92:17:c4:c0  (SA),6e:49:92:17:c4:c0  (BSSID),0,0,0,0,0,0,,424,="",="2/6/2026 4:56:58.732182780 PM",
