Bookmark,Frame#,SSI,Type,Subtype,Seq #,Addresses,Receive Addr,Transmit Addr,Address 3,ToDS,FromDS,Frag,Retry,More,Protected,FCS,Frame Size,Delta,Timestamp,
="",223,,,,,,,,,,,,,,,,373,="",="2/6/2026 4:56:58.911422040 PM",
="",230,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:56:58.936143580 PM",
="",243,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:58.981631065 PM",
="",244,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:58.982428995 PM",
="",246,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:58.983203170 PM",
="",265,,,,,,,,,,,,,,,,340,="",="2/6/2026 4:56:59.005681745 PM",
="",269,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:56:59.039380700 PM",
="",283,,,,,,,,,,,,,,,,297,="",="2/6/2026 4:56:59.057786565 PM",
="",327,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.186357395 PM",
="",329,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.187181940 PM",
="",333,,,,,,,,,,,,,,,,388,="",="2/6/2026 4:56:59.190953835 PM",
="",339,,,,,,,,,,,,,,,,413,="",="2/6/2026 4:56:59.194301595 PM",
="",345,,,,,,,,,,,,,,,,367,="",="2/6/2026 4:56:59.214159740 PM",
="",348,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:56:59.244138750 PM",
="",362,,,,,,,,,,,,,,,,323,="",="2/6/2026 4:56:59.286712440 PM",
="",366,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.291161230 PM",
="",387,,,,,,,,,,,,,,,,99,="",="2/6/2026 4:56:59.340357835 PM",
="",389,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:56:59.345746845 PM",
="",390,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:56:59.346605390 PM",
="",392,,,,,,,,,,,,,,,,303,="",="2/6/2026 4:56:59.352688665 PM",
="",404,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.391861945 PM",
="",405,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.392937395 PM",
="",406,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.393728810 PM",
="",407,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.394567610 PM",
="",408,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:56:59.395379290 PM",
="",419,,,,,,,,,,,,,,,,464,="",="2/6/2026 4:56:59.413468745 PM",
="",427,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:56:59.448150485 PM",
="",428,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:56:59.448968935 PM",
="",445,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.493631420 PM",
="",446,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.494436965 PM",
="",447,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.495230795 PM",
="",448,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:56:59.496858500 PM",
="",463,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:56:59.550548230 PM",
="",469,,,,,,,,,,,,,,,,421,="",="2/6/2026 4:56:59.567986455 PM",
="",470,,,,,,,,,,,,,,,,421,="",="2/6/2026 4:56:59.568796840 PM",
="",471,,,,,,,,,,,,,,,,421,="",="2/6/2026 4:56:59.569378680 PM",
="",472,,,,,,,,,,,,,,,,421,="",="2/6/2026 4:56:59.569951400 PM",
="",485,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.596026580 PM",
="",486,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.596842005 PM",
="",487,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.597648660 PM",
="",488,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.598443645 PM",
="",489,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:56:59.599217950 PM",
="",502,,,,,,,,,,,,,,,,388,="",="2/6/2026 4:56:59.619725130 PM",
="",508,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:56:59.653823455 PM",
="",510,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:56:59.654828150 PM",
="",513,,,,,,,,,,,,,,,,558,="",="2/6/2026 4:56:59.663718845 PM",
="",524,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.698428420 PM",
="",525,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.699215630 PM",
="",526,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.699975950 PM",
="",527,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:56:59.700770735 PM",
="",532,,,,,,,,,,,,,,,,365,="",="2/6/2026 4:56:59.706047430 PM",
="",544,,,,,,,,,,,,,,,,99,="",="2/6/2026 4:56:59.747647100 PM",
="",546,,,,,,,,,,,,,,,,99,="",="2/6/2026 4:56:59.748447430 PM",
="",547,,,,,,,,,,,,,,,,428,="",="2/6/2026 4:56:59.748781610 PM",
="",549,,,,,,,,,,,,,,,,428,="",="2/6/2026 4:56:59.750379605 PM",
="",550,,,,,,,,,,,,,,,,428,="",="2/6/2026 4:56:59.750975740 PM",
="",551,,,,,,,,,,,,,,,,428,="",="2/6/2026 4:56:59.751768590 PM",
="",552,,,,,,,,,,,,,,,,428,="",="2/6/2026 4:56:59.752364645 PM",
="",553,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:56:59.755349750 PM",
="",554,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:56:59.756155040 PM",
="",567,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.800839460 PM",
="",568,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.801619150 PM",
="",569,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.802433740 PM",
="",570,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.803206310 PM",
="",582,,,,,,,,,,,,,,,,340,="",="2/6/2026 4:56:59.824878700 PM",
="",589,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:56:59.857750950 PM",
="",590,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:56:59.858561800 PM",
="",592,,,,,,,,,,,,,,,,471,="",="2/6/2026 4:56:59.862607895 PM",
="",606,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:56:59.903242565 PM",
="",607,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:56:59.904008950 PM",
="",608,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.904799845 PM",
="",609,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:56:59.905569215 PM",
="",621,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:56:59.921577840 PM",
="",622,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:56:59.926495150 PM",
="",623,,,,,,,,,,,,,,,,113,="",="2/6/2026 4:56:59.931095140 PM",
="",625,,,,,,,,,,,,,,,,398,="",="2/6/2026 4:56:59.942560840 PM",
="",626,,,,,,,,,,,,,,,,333,="",="2/6/2026 4:56:59.954007305 PM",
="",631,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:56:59.988075585 PM",
="",637,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.007888910 PM",
="",638,,,,,,,,,,,,,,,,113,="",="2/6/2026 4:57:00.010224220 PM",
="",646,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:00.062569350 PM",
="",647,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:57:00.063399775 PM",
="",652,,,,,,,,,,,,,,,,362,="",="2/6/2026 4:57:00.084398665 PM",
="",657,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.108044990 PM",
="",658,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.108850030 PM",
="",659,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.109633925 PM",
="",660,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:00.111208135 PM",
="",668,,,,,,,,,,,,,,,,360,="",="2/6/2026 4:57:00.114858465 PM",
="",687,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:00.164952950 PM",
="",688,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:57:00.165776400 PM",
="",690,,,,,,,,,,,,,,,,360,="",="2/6/2026 4:57:00.172943160 PM",
="",693,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:00.185848855 PM",
="",694,,,,,,,,,,,,,,,,125,="",="2/6/2026 4:57:00.196355900 PM",
="",701,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.211207350 PM",
="",702,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.211954950 PM",
="",703,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.212741200 PM",
="",704,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:00.213544840 PM",
="",715,,,,,,,,,,,,,,,,303,="",="2/6/2026 4:57:00.218818830 PM",
="",718,,,,,,,,,,,,,,,,464,="",="2/6/2026 4:57:00.232642475 PM",
="",723,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:00.267353405 PM",
="",724,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:57:00.268172455 PM",
="",726,,,,,,,,,,,,,,,,303,="",="2/6/2026 4:57:00.274287505 PM",
="",728,,,,,,,,,,,,,,,,323,="",="2/6/2026 4:57:00.278406040 PM",
="",737,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.312891080 PM",
="",738,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.313691770 PM",
="",742,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.315285970 PM",
="",743,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:00.316074530 PM",
="",763,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:00.369804585 PM",
="",764,,,,,,,,,,,,,,,,421,="",="2/6/2026 4:57:00.370525730 PM",
="",778,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:00.418375795 PM",
="",779,,,,,,,,,,,,,,,,388,="",="2/6/2026 4:57:00.420332625 PM",
="",785,,,,,,,,,,,,,,,,315,="",="2/6/2026 4:57:00.422165905 PM",
="",805,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:00.472154920 PM",
="",807,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:00.475007340 PM",
="",809,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:00.483055105 PM",
="",811,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:00.490450905 PM",
="",820,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.517642455 PM",
="",821,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.518411880 PM",
="",822,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.519182735 PM",
="",823,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.519976145 PM",
="",839,,,,,,,,,,,,,,,,340,="",="2/6/2026 4:57:00.541695550 PM",
="",843,,,,,,,,,,,,,,,,324,="",="2/6/2026 4:57:00.545825565 PM",
="",846,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:00.574573895 PM",
="",847,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:57:00.575383185 PM",
="",860,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.620043590 PM",
="",861,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.620876205 PM",
="",862,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.621689675 PM",
="",863,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.622481445 PM",
="",864,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:00.623259630 PM",
="",865,,,,,,,,,,,,,,,,388,="",="2/6/2026 4:57:00.625026490 PM",
="",870,,,,,,,,,,,,,,,,413,="",="2/6/2026 4:57:00.628041500 PM",
="",880,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.663486585 PM",
="",882,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.666889265 PM",
="",883,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.667379620 PM",
="",884,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.671818950 PM",
="",885,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.671939515 PM",
="",886,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.672085575 PM",
="",887,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.672377615 PM",
="",892,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.676903855 PM",
="",893,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:00.676956550 PM",
="",895,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.677696080 PM",
="",896,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:57:00.677781760 PM",
="",902,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.695077870 PM",
="",903,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.695234785 PM",
="",904,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.699390660 PM",
="",905,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.699619990 PM",
="",908,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.703867950 PM",
="",909,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.704113375 PM",
="",910,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.704383975 PM",
="",912,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.705024845 PM",
="",913,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.705270390 PM",
="",914,,,,,,,,,,,,,,,,117,="",="2/6/2026 4:57:00.705408010 PM",
="",916,,,,,,,,,,,,,,,,369,="",="2/6/2026 4:57:00.714170350 PM",
="",921,,,,,,,,,,,,,,,,428,="",="2/6/2026 4:57:00.719537775 PM",
="",922,,,,,,,,,,,,,,,,99,="",="2/6/2026 4:57:00.719997535 PM",
="",923,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.722441435 PM",
="",924,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.723232765 PM",
="",925,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.724011300 PM",
="",926,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.724826605 PM",
="",927,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:00.725616285 PM",
="",935,,,,,,,,,,,,,,,,421,="",="2/6/2026 4:57:00.729718690 PM",
="",936,,,,,,,,,,,,,,,,413,="",="2/6/2026 4:57:00.730477705 PM",
="",940,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:00.734974985 PM",
="",961,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.824781380 PM",
="",962,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.825626220 PM",
="",963,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.826408115 PM",
="",964,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.827186925 PM",
="",965,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:00.827961990 PM",
="",973,,,,,,,,,,,,,,,,413,="",="2/6/2026 4:57:00.832945550 PM",
="",985,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:00.881758660 PM",
="",986,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:57:00.882652700 PM",
="",995,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.927245395 PM",
="",996,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:00.928059795 PM",
="",997,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:00.928853465 PM",
="",1018,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:57:00.984955710 PM",
="",1020,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:00.994739420 PM",
="",1025,,,,,,,,,,,,,,,,323,="",="2/6/2026 4:57:01.014187975 PM",
="",1028,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.031196130 PM",
="",1029,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.032020875 PM",
="",1036,,,,,,,,,,,,,,,,113,="",="2/6/2026 4:57:01.037987335 PM",
="",1037,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:01.039469590 PM",
="",1038,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:01.040235440 PM",
="",1056,,,,,,,,,,,,,,,,113,="",="2/6/2026 4:57:01.108273840 PM",
="",1057,,,,,,,,,,,,,,,,322,="",="2/6/2026 4:57:01.109455160 PM",
="",1060,,,,,,,,,,,,,,,,113,="",="2/6/2026 4:57:01.120463720 PM",
="",1061,,,,,,,,,,,,,,,,413,="",="2/6/2026 4:57:01.121286640 PM",
="",1064,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:01.131986145 PM",
="",1065,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:01.132799730 PM",
="",1066,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.134347020 PM",
="",1091,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:01.188960585 PM",
="",1106,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:01.235215825 PM",
="",1107,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.235987360 PM",
="",1108,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.236753890 PM",
="",1109,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:01.237528595 PM",
="",1114,,,,,,,,,,,,,,,,421,="",="2/6/2026 4:57:01.241680295 PM",
="",1120,,,,,,,,,,,,,,,,342,="",="2/6/2026 4:57:01.254379210 PM",
="",1137,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:01.336850695 PM",
="",1138,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:01.337675390 PM",
="",1139,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.338453245 PM",
="",1140,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:01.340009040 PM",
="",1141,,,,,,,,,,,,,,,,474,="",="2/6/2026 4:57:01.341133980 PM",
="",1151,,,,,,,,,,,,,,,,464,="",="2/6/2026 4:57:01.359473150 PM",
="",1155,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:01.393762655 PM",
="",1158,,,,,,,,,,,,,,,,323,="",="2/6/2026 4:57:01.404825170 PM",
="",1166,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:01.440028030 PM",
="",1167,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.440821885 PM",
="",1168,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.441629590 PM",
="",1172,,,,,,,,,,,,,,,,458,="",="2/6/2026 4:57:01.444631940 PM",
="",1185,,,,,,,,,,,,,,,,467,="",="2/6/2026 4:57:01.490042925 PM",
="",1196,,,,,,,,,,,,,,,,303,="",="2/6/2026 4:57:01.503129545 PM",
="",1200,,,,,,,,,,,,,,,,350,="",="2/6/2026 4:57:01.518055225 PM",
="",1202,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:01.531454955 PM",
="",1247,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:01.647255105 PM",
="",1253,,,,,,,,,,,,,,,,400,="",="2/6/2026 4:57:01.652963455 PM",
="",1257,,,,,,,,,,,,,,,,342,="",="2/6/2026 4:57:01.663982860 PM",
="",1271,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:01.746395935 PM",
="",1272,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.748194850 PM",
="",1273,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:01.748970460 PM",
="",1274,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:01.749743765 PM",
="",1301,,,,,,,,,,,,,,,,113,="",="2/6/2026 4:57:01.775563285 PM",
="",1312,,,,,,,,,,,,,,,,113,="",="2/6/2026 4:57:01.811717785 PM",
="",1317,,,,,,,,,,,,,,,,413,="",="2/6/2026 4:57:01.838093355 PM",
="",1321,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:01.852011870 PM",
="",1352,,,,,,,,,,,,,,,,369,="",="2/6/2026 4:57:01.942123770 PM",
="",1355,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:01.954449250 PM",
="",1370,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:02.008167345 PM",
="",1379,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:02.055194015 PM",
="",1380,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:02.055982545 PM",
="",1381,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:02.056795425 PM",
="",1400,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:02.116955430 PM",
="",1402,,,,,,,,,,,,,,,,220,="",="2/6/2026 4:57:02.120909785 PM",
="",1403,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:02.122197235 PM",
="",1406,,,,,,,,,,,,,,,,421,="",="2/6/2026 4:57:02.144466070 PM",
="",1407,,,,,,,,,,,,,,,,413,="",="2/6/2026 4:57:02.145298355 PM",
="",1412,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:02.156860740 PM",
="",1413,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:02.157638755 PM",
="",1414,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:02.159179495 PM",
="",1419,,,,,,,,,,,,,,,,315,="",="2/6/2026 4:57:02.162166675 PM",
="",1434,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:02.212968780 PM",
="",1436,,,,,,,,,,,,,,,,362,="",="2/6/2026 4:57:02.234820310 PM",
="",1438,,,,,,,,,,,,,,,,413,="",="2/6/2026 4:57:02.247697650 PM",
="",1462,,,,,,,,,,,,,,,,471,="",="2/6/2026 4:57:02.311749650 PM",
="",1470,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:02.350930435 PM",
="",1471,,,,,,,,,,,,,,,,323,="",="2/6/2026 4:57:02.359311575 PM",
="",1474,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:02.363221315 PM",
="",1490,,,,,,,,,,,,,,,,323,="",="2/6/2026 4:57:02.399564950 PM",
="",1494,,,,,,,,,,,,,,,,229,="",="2/6/2026 4:57:02.417772865 PM",
="",1501,,,,,,,,,,,,,,,,309,="",="2/6/2026 4:57:02.450284450 PM",
="",1506,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:02.463207095 PM",
="",1514,,,,,,,,,,,,,,,,303,="",="2/6/2026 4:57:02.471770365 PM",
="",1521,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:02.520171455 PM",
="",1522,,,,,,,,,,,,,,,,424,="",="2/6/2026 4:57:02.521157100 PM",
="",1523,,,,,,,,,,,,,,,,397,="",="2/6/2026 4:57:02.522026695 PM",
="",1525,,,,,,,,,,,,,,,,323,="",="2/6/2026 4:57:02.534315195 PM",
="",1527,,,,,,,,,,,,,,,,472,="",="2/6/2026 4:57:02.542766195 PM",
="",1530,,,,,,,,,,,,,,,,323,="",="2/6/2026 4:57:02.560463345 PM",
="",1533,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:02.566445870 PM",
="",1548,,,,,,,,,,,,,,,,342,="",="2/6/2026 4:57:02.597926380 PM",
="",1557,,,,,,,,,,,,,,,,427,="",="2/6/2026 4:57:02.622828910 PM",
="",1565,,,,,,,,,,,,,,,,472,="",="2/6/2026 4:57:02.644203965 PM",
="",1567,,,,,,,,,,,,,,,,309,="",="2/6/2026 4:57:02.655081630 PM",
="",1573,,,,,,,,,,,,,,,,435,="",="2/6/2026 4:57:02.668051700 PM",
="",1575,,,,,,,,,,,,,,,,434,="",="2/6/2026 4:57:02.670414605 PM",
