Bookmark,Frame#,Data Rate (Mb/s),Duration,Freq,Channel,Antenna,Version,Bad FCS,Frame Size,Delta,Timestamp,
="",87,11.0,431 탎,2462 MHz,11,-79 dBm,Wi-Fi 1 (802.11b),False,413,="",="2/6/2026 4:56:58.481396410 PM",
="",88,1.0,2096 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 4:56:58.481827455 PM",
="",89,6.0,369 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,339,="",="2/6/2026 4:56:58.487502715 PM",
="",90,1.0,2232 탎,2462 MHz,11,-81 dBm,Wi-Fi 1 (802.11b),False,340,="",="2/6/2026 4:56:58.495802770 PM",
="",91,1.0,2104 탎,2462 MHz,11,-80 dBm,Wi-Fi 1 (802.11b),False,324,="",="2/6/2026 4:56:58.498035270 PM",
="",95,1.0,2024 탎,2462 MHz,11,-85 dBm,Wi-Fi 1 (802.11b),False,314,="",="2/6/2026 4:56:58.526520670 PM",
="",96,11.0,441 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),True,427,="",="2/6/2026 4:56:58.528545170 PM",
="",97,11.0,439 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),True,424,="",="2/6/2026 4:56:58.528986395 PM",
="",98,6.0,418 탎,2462 MHz,11,-84 dBm,Wi-Fi 3 (802.11g),False,376,="",="2/6/2026 4:56:58.529425440 PM",
="",99,1.0,1936 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),True,303,="",="2/6/2026 4:56:58.535205220 PM",
="",100,1.0,2096 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,323,="",="2/6/2026 4:56:58.537582740 PM",
="",104,1.0,2456 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,368,="",="2/6/2026 4:56:58.561984130 PM",
="",105,1.0,2464 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,369,="",="2/6/2026 4:56:58.564440630 PM",
="",106,1.0,2432 탎,2462 MHz,11,-81 dBm,Wi-Fi 1 (802.11b),False,365,="",="2/6/2026 4:56:58.566905130 PM",
="",107,1.0,416 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,113,="",="2/6/2026 4:56:58.569337630 PM",
="",108,1.0,304 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 4:56:58.569754130 PM",
="",109,6.0,337 탎,2462 MHz,11,-73 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.577809410 PM",
="",110,6.0,397 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,360,="",="2/6/2026 4:56:58.578166270 PM",
="",111,6.0,337 탎,2462 MHz,11,-74 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.578599060 PM",
="",112,6.0,337 탎,2462 MHz,11,-74 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.578950210 PM",
="",113,11.0,436 탎,2462 MHz,11,-80 dBm,Wi-Fi 1 (802.11b),True,421,="",="2/6/2026 4:56:58.579280790 PM",
="",114,1.0,2096 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 4:56:58.584811865 PM",
="",117,1.0,2248 탎,2462 MHz,11,-78 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/6/2026 4:56:58.593997090 PM",
="",118,1.0,2232 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),False,340,="",="2/6/2026 4:56:58.598296225 PM",
="",119,6.0,414 탎,2462 MHz,11,-84 dBm,Wi-Fi 3 (802.11g),True,373,="",="2/6/2026 4:56:58.606863195 PM",
="",120,1.0,2024 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,314,="",="2/6/2026 4:56:58.626229915 PM",
="",121,11.0,441 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,427,="",="2/6/2026 4:56:58.629011375 PM",
="",122,6.0,214 탎,2462 MHz,11,-87 dBm,Wi-Fi 3 (802.11g),False,223,="",="2/6/2026 4:56:58.636752830 PM",
="",123,1.0,3232 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),True,465,="",="2/6/2026 4:56:58.633744565 PM",
="",124,1.0,3504 탎,2462 MHz,11,-83 dBm,Wi-Fi 1 (802.11b),False,499,="",="2/6/2026 4:56:58.636977065 PM",
="",125,1.0,2392 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,360,="",="2/6/2026 4:56:58.640481565 PM",
="",126,1.0,2096 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 4:56:58.642874065 PM",
="",127,1.0,2744 탎,2462 MHz,11,-83 dBm,Wi-Fi 1 (802.11b),False,404,="",="2/6/2026 4:56:58.644970565 PM",
="",133,1.0,3504 탎,2462 MHz,11,-84 dBm,Wi-Fi 1 (802.11b),False,499,="",="2/6/2026 4:56:58.651070685 PM",
="",134,11.0,447 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),True,435,="",="2/6/2026 4:56:58.674429880 PM",
="",135,11.0,447 탎,2462 MHz,11,-85 dBm,Wi-Fi 1 (802.11b),True,435,="",="2/6/2026 4:56:58.675245745 PM",
="",136,11.0,446 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,434,="",="2/6/2026 4:56:58.676082550 PM",
="",137,11.0,419 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),True,397,="",="2/6/2026 4:56:58.677648945 PM",
="",138,6.0,337 탎,2462 MHz,11,-74 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.680205715 PM",
="",139,6.0,397 탎,2462 MHz,11,-81 dBm,Wi-Fi 3 (802.11g),False,360,="",="2/6/2026 4:56:58.680562855 PM",
="",140,6.0,337 탎,2462 MHz,11,-74 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.680989165 PM",
="",141,6.0,337 탎,2462 MHz,11,-75 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.681363130 PM",
="",142,1.0,416 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,113,="",="2/6/2026 4:56:58.682202545 PM",
="",143,11.0,421 탎,2462 MHz,11,-80 dBm,Wi-Fi 1 (802.11b),False,400,="",="2/6/2026 4:56:58.683347415 PM",
="",144,1.0,416 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,113,="",="2/6/2026 4:56:58.683776410 PM",
="",145,1.0,304 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 4:56:58.684208705 PM",
="",146,1.0,1216 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,213,="",="2/6/2026 4:56:58.686120265 PM",
="",147,1.0,3936 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),True,229,="",="2/6/2026 4:56:58.692339405 PM",
="",151,1.0,2232 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,340,="",="2/6/2026 4:56:58.698524495 PM",
="",152,1.0,416 탎,2462 MHz,11,-85 dBm,Wi-Fi 1 (802.11b),False,113,="",="2/6/2026 4:56:58.700944190 PM",
="",153,11.0,441 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,428,="",="2/6/2026 4:56:58.701373930 PM",
="",154,1.0,2032 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,315,="",="2/6/2026 4:56:58.703029950 PM",
="",155,1.0,2104 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,324,="",="2/6/2026 4:56:58.705555205 PM",
="",156,1.0,2248 탎,2462 MHz,11,-79 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/6/2026 4:56:58.708519365 PM",
="",157,1.0,2024 탎,2462 MHz,11,-85 dBm,Wi-Fi 1 (802.11b),False,314,="",="2/6/2026 4:56:58.728631220 PM",
="",158,11.0,441 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,427,="",="2/6/2026 4:56:58.731341810 PM",
="",159,11.0,439 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,424,="",="2/6/2026 4:56:58.732182780 PM",
="",160,6.0,418 탎,2462 MHz,11,-79 dBm,Wi-Fi 3 (802.11g),False,376,="",="2/6/2026 4:56:58.732683335 PM",
="",161,1.0,2392 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,360,="",="2/6/2026 4:56:58.739343020 PM",
="",162,1.0,2096 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 4:56:58.742411080 PM",
="",163,1.0,2744 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,404,="",="2/6/2026 4:56:58.745329705 PM",
="",164,1.0,848 탎,2462 MHz,11,-83 dBm,Wi-Fi 1 (802.11b),False,167,="",="2/6/2026 4:56:58.748128575 PM",
="",168,1.0,2088 탎,2462 MHz,11,-77 dBm,Wi-Fi 1 (802.11b),False,322,="",="2/6/2026 4:56:58.754223465 PM",
="",169,1.0,2448 탎,2462 MHz,11,-83 dBm,Wi-Fi 1 (802.11b),False,367,="",="2/6/2026 4:56:58.762794725 PM",
="",170,1.0,2456 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,368,="",="2/6/2026 4:56:58.765255775 PM",
="",171,1.0,2464 탎,2462 MHz,11,-84 dBm,Wi-Fi 1 (802.11b),False,369,="",="2/6/2026 4:56:58.767725025 PM",
="",172,1.0,2432 탎,2462 MHz,11,-83 dBm,Wi-Fi 1 (802.11b),False,365,="",="2/6/2026 4:56:58.770202140 PM",
="",173,11.0,447 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,435,="",="2/6/2026 4:56:58.776826425 PM",
="",174,11.0,446 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,434,="",="2/6/2026 4:56:58.779274225 PM",
="",175,11.0,419 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,397,="",="2/6/2026 4:56:58.780044930 PM",
="",177,6.0,434 탎,2462 MHz,11,-87 dBm,Wi-Fi 3 (802.11g),True,388,="",="2/6/2026 4:56:58.781032275 PM",
="",180,6.0,337 탎,2462 MHz,11,-73 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.782621195 PM",
="",181,6.0,397 탎,2462 MHz,11,-79 dBm,Wi-Fi 3 (802.11g),False,360,="",="2/6/2026 4:56:58.782978480 PM",
="",182,6.0,337 탎,2462 MHz,11,-72 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.783427925 PM",
="",183,6.0,337 탎,2462 MHz,11,-73 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.783783875 PM",
="",184,6.0,371 탎,2462 MHz,11,-73 dBm,Wi-Fi 3 (802.11g),False,341,="",="2/6/2026 4:56:58.784165190 PM",
="",185,11.0,431 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,413,="",="2/6/2026 4:56:58.784857575 PM",
="",186,1.0,2096 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 4:56:58.787307780 PM",
="",187,1.0,2096 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 4:56:58.789431640 PM",
="",188,6.0,369 탎,2462 MHz,11,-84 dBm,Wi-Fi 3 (802.11g),False,339,="",="2/6/2026 4:56:58.793154505 PM",
="",189,1.0,2248 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/6/2026 4:56:58.796801620 PM",
="",190,6.0,535 탎,2462 MHz,11,-87 dBm,Wi-Fi 3 (802.11g),False,464,="",="2/6/2026 4:56:58.799063405 PM",
="",191,6.0,434 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,388,="",="2/6/2026 4:56:58.799614575 PM",
="",192,1.0,2232 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,340,="",="2/6/2026 4:56:58.800912800 PM",
="",193,1.0,2104 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,324,="",="2/6/2026 4:56:58.805033040 PM",
="",194,1.0,2248 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/6/2026 4:56:58.809149255 PM",
="",195,1.0,2024 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,314,="",="2/6/2026 4:56:58.831029125 PM",
="",196,1.0,3264 탎,2462 MHz,11,-81 dBm,Wi-Fi 1 (802.11b),False,469,="",="2/6/2026 4:56:58.836099475 PM",
="",197,1.0,1936 탎,2462 MHz,11,-77 dBm,Wi-Fi 1 (802.11b),True,303,="",="2/6/2026 4:56:58.840689495 PM",
="",198,1.0,1216 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,213,="",="2/6/2026 4:56:58.844322485 PM",
="",199,1.0,2096 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 4:56:58.845595840 PM",
="",200,1.0,2744 탎,2462 MHz,11,-84 dBm,Wi-Fi 1 (802.11b),False,404,="",="2/6/2026 4:56:58.847731130 PM",
="",204,1.0,2088 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,322,="",="2/6/2026 4:56:58.856644185 PM",
="",205,1.0,2448 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,367,="",="2/6/2026 4:56:58.865195725 PM",
="",206,1.0,2456 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,368,="",="2/6/2026 4:56:58.867660040 PM",
="",207,1.0,2464 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,369,="",="2/6/2026 4:56:58.870126010 PM",
="",208,1.0,2432 탎,2462 MHz,11,-85 dBm,Wi-Fi 1 (802.11b),False,365,="",="2/6/2026 4:56:58.872602925 PM",
="",209,11.0,447 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),True,229,="",="2/6/2026 4:56:58.879529065 PM",
="",210,1.0,304 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 4:56:58.883699360 PM",
="",211,6.0,337 탎,2462 MHz,11,-71 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.885005125 PM",
="",212,6.0,337 탎,2462 MHz,11,-72 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.885789750 PM",
="",213,6.0,337 탎,2462 MHz,11,-72 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.886142500 PM",
="",214,11.0,431 탎,2462 MHz,11,-78 dBm,Wi-Fi 1 (802.11b),False,413,="",="2/6/2026 4:56:58.887222200 PM",
="",215,1.0,1936 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,303,="",="2/6/2026 4:56:58.887666610 PM",
="",216,11.0,421 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),False,400,="",="2/6/2026 4:56:58.889641790 PM",
="",217,6.0,369 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,339,="",="2/6/2026 4:56:58.895552410 PM",
="",218,1.0,2248 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/6/2026 4:56:58.899189805 PM",
="",219,6.0,535 탎,2462 MHz,11,-86 dBm,Wi-Fi 3 (802.11g),False,464,="",="2/6/2026 4:56:58.901452030 PM",
="",220,6.0,434 탎,2462 MHz,11,-85 dBm,Wi-Fi 3 (802.11g),False,388,="",="2/6/2026 4:56:58.902014160 PM",
="",221,1.0,2232 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,340,="",="2/6/2026 4:56:58.903304185 PM",
="",222,1.0,2104 탎,2462 MHz,11,-81 dBm,Wi-Fi 1 (802.11b),False,324,="",="2/6/2026 4:56:58.907427105 PM",
="",223,6.0,414 탎,2462 MHz,11,-85 dBm,Wi-Fi 3 (802.11g),True,373,="",="2/6/2026 4:56:58.911422040 PM",
="",225,1.0,3264 탎,2462 MHz,11,-81 dBm,Wi-Fi 1 (802.11b),False,469,="",="2/6/2026 4:56:58.923648910 PM",
="",229,1.0,3264 탎,2462 MHz,11,-83 dBm,Wi-Fi 1 (802.11b),False,469,="",="2/6/2026 4:56:58.930904770 PM",
="",230,11.0,441 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),True,427,="",="2/6/2026 4:56:58.936143580 PM",
="",231,6.0,418 탎,2462 MHz,11,-78 dBm,Wi-Fi 3 (802.11g),False,376,="",="2/6/2026 4:56:58.937546095 PM",
="",232,1.0,2392 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,360,="",="2/6/2026 4:56:58.944164700 PM",
="",233,1.0,2096 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 4:56:58.947215615 PM",
="",234,1.0,2744 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,404,="",="2/6/2026 4:56:58.950131570 PM",
="",238,6.0,49 탎,2462 MHz,11,-70 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/6/2026 4:56:58.969303915 PM",
="",239,1.0,2456 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,368,="",="2/6/2026 4:56:58.970060840 PM",
="",240,1.0,2464 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,369,="",="2/6/2026 4:56:58.972526770 PM",
="",241,1.0,2432 탎,2462 MHz,11,-81 dBm,Wi-Fi 1 (802.11b),False,365,="",="2/6/2026 4:56:58.975003925 PM",
="",243,11.0,447 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),True,435,="",="2/6/2026 4:56:58.981631065 PM",
="",244,11.0,447 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),True,435,="",="2/6/2026 4:56:58.982428995 PM",
="",246,11.0,446 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),True,434,="",="2/6/2026 4:56:58.983203170 PM",
="",249,6.0,49 탎,2462 MHz,11,-74 dBm,Wi-Fi 3 (802.11g),False,99,="",="2/6/2026 4:56:58.985272585 PM",
="",250,6.0,337 탎,2462 MHz,11,-73 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/6/2026 4:56:58.987400245 PM",
